title,link,description,published,contributors
Iran’s protest generation on why they won’t be silenced,https://www.theguardian.com/australia-news/audio/2022/nov/15/irans-protest-generation-on-why-they-wont-be-silenced,"There have been arrests, violence and a rising death toll during more than seven weeks of protests in Iran. Demonstrators across the country – many of whom are students or even schoolchildren – are refusing to back down. What do they want and why are they willing to risk everything to get it?",2022-11-15,Presented by Michael Safi with Deepa Parent; produced by Lucy Hough and Rose de Larrabeiti and Rudi Zygadlo; executive producer Homa Khaleeli
Medibank: how hackers got your private health data,https://www.theguardian.com/australia-news/audio/2022/nov/14/medibank-how-hackers-got-your-private-health-data,"After hackers infiltrated Medibank’s systems last week, sensitive health data from their customers, including information about abortions and reproductive healthcare, was posted on the dark web. The Australian federal police say they have identified the hackers, who they believe are primarily based in Russia, and will work with Interpol to try to bring them to justice.On this episode of Full Story, Josh Taylor tells Laura Murphy-Oates how the hack was pulled off, and what Medibank and Australian authorities are doing about the attack",2022-11-14,"Reported by Josh Taylor and presented by Laura Murphy-Oates. Produced by Joey Watson with sound design and mixing by Joe Koning.  The executive producers are Molly Glassey, Gabrielle Jackson, Miles Martignoni and Laura Murphy-Oates"
Has the Herald Sun turned the news into a distraction? – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2022/nov/11/has-the-herald-sun-turned-the-news-into-a-distraction-with-lenore-taylor,"With the Victoria election around the corner, the incumbent premier Daniel Andrews has been under the media spotlight. But a series of stories from the Herald Sun may have pushed Australian journalism into uncharted territory. Days of headlines and front page column inches have been dedicated to stories playing into baseless conspiracy theories.In this episode of Full Story, Gabrielle Jackson talks to Lenore Taylor and Mike Ticher about whether these stories have news value, or whether they are meant to muddy the waters ahead of a crucial election",2022-11-11,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Daniel Semo. Executive produced by Gabrielle Jackson
The radical plan to move a country,https://www.theguardian.com/australia-news/audio/2022/nov/10/the-radical-plan-to-move-a-country,"As nations gather at Cop27 to discuss the climate crisis, in the Pacific island nation of Fiji dozens of villages could soon be underwater. For years, politicians and scientists have been talking about the prospect of climate migration, but in Fiji – where this process has already begun – a national blueprint has been developed to relocate at-risk villages, and the rest of the world is watching.Pacific editor Kate Lyons goes to Fiji to see what this plan looks like in action and the true cost of leaving your home behind",2022-11-10,"Presented by Laura Murphy-Oates, reported by Kate Lyons. Produced by Karishma Luthria. Sound design and mixing by Camilla Hannan. Executive producers Gabrielle Jackson, Molly Glassey, Miles Martignoni and Laura Murphy-Oates"
Cop27: greenwashing and lies – or a chance for change?,https://www.theguardian.com/australia-news/audio/2022/nov/09/cop27-greenwashing-and-lies-or-a-chance-for-change,"World leaders, negotiators and industry representatives have arrived in Sharm el-Sheik in Egypt for Cop27, the UN’s climate change conference. A UN report set the stage for talks, stating that there is ‘no credible pathway to 1.5C in place’ and that progress on limiting global temperature rises has been ‘woefully inadequate’. So will governments take the opportunity to press ahead with their promises or could the conference live up to accusations of greenwashing?Madeleine Finlay hears from Guardian Australia’s climate and environment editor, Adam Morton, about what’s happened since Cop26, our current path to catastrophic heating and what’s likely to be on the agenda over the next two weeks",2022-11-09,"Presented by Madeleine Finlay with Adam Morton , produced by Ned Carter Miles , sound designed by Tony Onuchukwu , and executive produced by Max Sanderson"
Is it time to get rid of the BMI?,https://www.theguardian.com/australia-news/audio/2022/nov/08/is-it-time-to-get-rid-of-the-bmi,"The body mass index, or BMI, is enthusiastically adopted in doctors’ rooms as a way to assess health, but its accuracy can be skewed by race, genetics and certain medical conditions. Some Australian experts say we need new tools to assess health – ones that don’t rely so much on weight.Science writer Donna Lu explores the complicated history of the BMI and the ‘panic about body weight’ in public health messaging",2022-11-08,"Presented by Laura Murphy-Oates with reporting by Donna Lu.  Produced by Joey Watson, with sound design by Joe Koning. Executive producers are Gabrielle Jackson, Molly Glassey and Laura Murphy-Oates"
Can Twitter survive Elon Musk? (And can Musk survive Twitter?),https://www.theguardian.com/australia-news/audio/2022/nov/07/can-twitter-survive-elon-musk-and-can-musk-survive-twitter,Elon Musk marched into Twitter as its new owner last week and immediately started making changes. Alex Hern reports on what lies ahead for the social media company,2022-11-07,Presented by Michael Safi with Alex Hern ; produced by Alex Atack and Rudi Zygadlo ; executive producer Phil Maynard
The political cost of an economic crisis – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2022/nov/03/the-political-cost-of-an-economic-crisis-with-lenore-taylor,"The cost of living crisis shows no signs of slowing down. Interest rates have risen for a record seventh time in as many months. Inflation has hit its highest point since 1990. Real wages are falling, and Australians are struggling to make ends meet.In this episode of Full Story, Gabrielle Jackson talks to Lenore Taylor and Mike Ticher about the political risks of this economic anxiety, and if the government is doing enough to offer relief",2022-11-03,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher . Produced by Miles Herbert and Daniel Semo . Executive producer Gabrielle Jackson
Remembering Cassius Turvey,https://www.theguardian.com/australia-news/audio/2022/nov/03/remembering-cassius-turvey,"Vigils have been held nationwide in memory of 15-year-old Noongar and Yamatji boy Cassius Turvey, who died after he was allegedly attacked while walking home from school with friends in Perth. A 21-year-old man has been charged with murder. Indigenous affairs reporter Sarah Collard speaks to Cassius’s mother Mechelle Turvey about the powerful impact her son made on those around him – and the family’s pursuit of justice",2022-11-03,"Presented by Laura Murphy-Oates, reported by Sarah Collard. Produced by Allison Chan and Karishma Luthria. Sound design and mixing by Camilla Hannan. Executive producers Miles Martignoni, Gabrielle Jackson, Molly Glassey and Laura Murphy-Oates"
Why Peter Dutton’s nuclear power plan doesn’t stack up,https://www.theguardian.com/australia-news/audio/2022/nov/02/why-peter-duttons-nuclear-power-plan-doesnt-stack-up,"As Labor solidifies plans to phase out coal and gas, and move Australia towards renewable energy, Peter Dutton and the Coalition are mounting a case for nuclear power – a proposal they didn’t make while in power, and based on expensive and unproven technology.In this episode of Full Story, Guardian Australia’s climate and environment editor Adam Morton speaks to Laura Murphy-Oates about Dutton’s nuclear energy plan and why it looks like an an excuse for delay on renewables",2022-11-02,"Presented by Laura Murphy-Oates. Reported by Adam Morton. Produced by Karishma Luthria, Jordyn Beazley and Miles Herbert. Sound design and mixing by Joe Koning. Executive producers are Miles Martignoni, Gabrielle Jackson, Molly Glassey and Laura Murphy-Oates"
