title,link,description,published,contributors
Is it OK to break an election promise? – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2023/mar/03/is-it-ok-to-break-an-election-promise-with-lenore-taylor,"As the Labor government continues to push for tax reform, it seems that every time Jim Chalmers and Anthony Albanese face the media they’re accused of breaking an election promise. While it’s important to hold politicians accountable, is the constant shouting about broken promises drowning out a nuanced discussion about a fair and equitable tax system? And should a past promise prevent good policy?Gabrielle Jackson talks to Guardian Australia’s editor-in-chief, Lenore Taylor, and head of news, Mike Ticher, about broken promises and political point scoring",2023-03-03,"Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher . Produced by Miles Herbert , Camilla Hannan , and Daniel Semo . Executive producer Gabrielle Jackson"
Why are company profits soaring during a cost of living crisis?,https://www.theguardian.com/australia-news/audio/2023/mar/02/why-are-company-profits-soaring-during-a-cost-of-living-crisis,"Some of Australia’s biggest companies like Qantas, Woolworths and Woodside are making huge windfalls during the cost of living crisis. Senior business reporter Jonathan Barrett tells Jane Lee these record profits are also contributing to high inflation.",2023-03-02,"Presented by Jane Lee with Jonathan Barrett, Produced by Karishma Luthria, Jane Lee, Sound design, mixing, theme music by Joe Koning, Executive Producers  Gabrielle Jacksonand Miles Martignoni"
"The money, rules, and major players behind the voice referendum",https://www.theguardian.com/australia-news/audio/2023/mar/01/the-money-rules-and-major-players-behind-the-voice-referendum,"A referendum on an Indigenous voice to parliament is now expected in the final months of this year. The yes and no campaigns are beginning to heat up - with donations rolling in, powerful groups and individuals vowing support, and events being held around the country.Our Indigenous affairs editor, Lorena Allam, looks at the major players behind the yes and no campaigns, their plans to sway your vote and the rules that will govern this process",2023-03-01,Presented by Laura Murphy-Oates with Lorena Allam . Produced by Miles Herbert and Camilla Hannan . Executive produced by Miles Martignoni
The ‘wild west’ of online sperm donation in Australia,https://www.theguardian.com/australia-news/audio/2023/feb/28/the-wild-west-of-online-sperm-donation-in-australia,"Jack Nunn found out by chance that he and his mother were some of the many descendants of a prolific sperm donor at a time when regulations had not been established to try to prevent this practice. Today, that wouldn’t happen but senior reporter Tory Shepherd speaks to Jane Lee about why people are choosing not to use the IVF system",2023-02-28,"Presented by Jane Lee with Tory Shepherd, Produced by Karishma Luthria, Jane Lee, Joe Koning and Daniel Semo who also did the sound design and mixing, Theme music by Joe Koning, Executive Producer and Miles Martignoni"
Searching for the first casualty of the war in Ukraine,https://www.theguardian.com/australia-news/audio/2023/feb/27/searching-for-the-first-casualty-of-the-war-in-ukraine,"Daniel Boffey reports on the life and death of Staff Sergeant Denys Tkach, the first soldier to have been killed by Russian forces on the day of the invasion",2023-02-27,"Presented by Michael Safi with Daniel Boffey; produced by Clizia Sala, Solomon King and Sammy Gecsoyler; executive producer Elizabeth Cassin"
Is super a tax dodge for the wealthy? – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2023/feb/24/is-super-a-tax-dodge-for-the-wealthy-with-lenore-taylor,"This week Labor opened the door to reforming superannuation. Treasurer Jim Chalmers has questioned whether tax breaks on wealthy people’s super are sustainable, given they will cost the budget more than the age pension by 2050.Jane Lee talks to Guardian Australia’s editor-in-chief, Lenore Taylor, and live news editor, Patrick Keneally, about what your superannuation is really for: personal gain or national good",2023-02-24,Presented by Jane Lee with Lenore Taylor and Patrick Keneally. Produced by Miles Herbert and Camilla Hannan. Executive producer Miles Martignoni
Queensland’s push to lock up more children,https://www.theguardian.com/australia-news/audio/2023/feb/23/queenslands-push-to-lock-up-more-children,"The state government announced this week it would override its own Human Rights Act and implement laws that make breaches of bail a criminal offence for children. With youth prisons full, there are fears the new laws will lead to an ‘explosion’ of children in adult watch houses. So why did the Palaszczuk government make this decision after months of arguing it would be ineffective?",2023-02-23,Presented by Laura Murphy-Oates with Ben Smee. Produced by Miles Herbert with sound design by Camilla Hannan. Executive produced by Molly Glassey
Wieambilla shooting: Australia’s ‘first fundamentalist Christian terrorist attack’,https://www.theguardian.com/australia-news/audio/2023/feb/21/wieambilla-shooting-australias-first-fundamentalist-christian-terrorist-attack,"Queensland police say Nathaniel, Gareth and Stacey Train believed in premillennialism and that their attack on police officers in December was a religiously motivated terrorist attack. Jane Lee speaks with Deakin University’s Josh Roose about why people are being drawn to these extremist beliefs and how the threat of terrorism in Australia is changing",2023-02-21,"Presented by Jane Lee with Dr Josh Roose, Produced by Karishma Luthria, Jane Lee, Joe Koning who also did the sound design and mixing. Theme music by Joe Koning. Executive producer Miles Martignoni"
The people suing the government over the NDIS,https://www.theguardian.com/australia-news/audio/2023/feb/21/the-people-suing-the-government-over-the-ndis,"An impending class action will allege that the national disability insurance scheme is discriminatory – unlawfully excluding people who are over 65. The lawyers behind the case say this could cost the federal government more than the robodebt settlement and permanently change the way the NDIS operates. In this episode the proposed lead plaintiff Helen Bonynge describes how being lock out of the NDIS has changed her life, and reporter Paul Karp breaks down the legal arguments behind this class action, and how it could transform the NDIS",2023-02-21,Presented by Laura Murphy-Oates with Paul Karp. Produced by Miles Herbert and Camilla Hannan. Executive producers are Miles Martignoni and Laura Murphy-Oates
Could the NSW election spell the end of another Coalition government?,https://www.theguardian.com/australia-news/audio/2023/feb/20/could-the-nsw-election-spell-the-end-of-another-coalition-government,"The New South Wales election is just over a month away, and after 12 years of Liberal/National governments, voters will soon decide whether to grant the Coalition a fourth term in office, or try a new Labor government. After a string of electoral defeats for rightwing parties nationwide - can premier Dominic Perrottet hold on in NSW?Laura Murphy-Oates speaks to NSW state correspondent Michael McGowan about the track records of Perrottet and opposition leader, Chris Minns, and their strategies to win this election.",2023-02-20,Presented by Laura Murphy-Oates with Michael McGowan; Produced by Allison Chan and Joe Koning; Sound design and theme music by Joe Koning; Executive producers are Laura Murphy-Oates and Miles Martignoni
