title,link,description,published,contributors
Saxon Mullins on the fight for affirmative consent laws,https://www.theguardian.com/australia-news/audio/2021/jun/02/saxon-mullins-on-the-fight-for-affirmative-consent-laws,"The NSW government last week announced changes to laws around sexual assault and consent that could dramatically change how survivors experience the court system. Saxon Mullins, the director of advocacy at the Rape and Sexual Assault Research and Advocacy Initiative, and a sexual assault survivor, explains how these laws could work and why they are necessary",2021-06-02,"Presented by Laura Murphy-Oates, featuring Saxon Mullins. Produced by Joe Koning. The executive producers are Gabrielle Jackson and  Miles Martignoni"
Emily Maguire on family and hoarding,https://www.theguardian.com/australia-news/audio/2021/jun/01/emily-maguire-on-family-and-hoarding,"When do the objects we love become a health hazard? In this recording of Guardian Australia’s monthly book club, author Emily Maguire discusses her latest novel, Love Objects, with features editor Lucy Clark",2021-06-01,"Featuring Emily Maguire and Lucy Clark. Presented by Laura Murphy-Oates Produced by Rafqa Touma , Jon Tjhia and Ryan Pemberton. Executive producers are Miles Martignoni and Gabrielle Jackson"
"After a muddled rollout, how can Australia boost vaccinations?",https://www.theguardian.com/australia-news/audio/2021/may/31/after-a-muddled-rollout-how-can-australia-boost-vaccinations,"Amid yet another outbreak in Victoria, the federal government is again under scrutiny over the slow pace of the vaccine rollout. There are also concerns that the confused messaging around the rollout, particularly about the AstraZeneca jab, has fuelled vaccine hesitancy.Medical editor Melissa Davey explains where things went wrong, and how other governments around the world have got it right",2021-05-31,"Reported by Melissa Davey and presented by Laura Murphy-Oates. Produced by Miles Herbert, Ellen Leabeater and Jon Tjhia. The executive producers are Miles Martignoni and Gabrielle Jackson"
Why better reporting on Aboriginal deaths in custody matters for families seeking justice,https://www.theguardian.com/australia-news/audio/2021/may/28/why-better-reporting-on-aboriginal-deaths-in-custody-matters-for-families-seeking-justice,"This week the Australian Institute of Criminology told the Senate it would report on Aboriginal deaths in custody every six months, up from every two years. Lorena Allam and Calla Wahlquist explain why this matters and what led to this win for families who have campaigned for decades",2021-05-28,Presented by Gabrielle Jackson with Lorena Allam and Calla Wahlquist. Produced by Ellen Leabeater and Ryan Pemberton. Executive producer: Miles Martignoni
Samoa’s democracy in crisis,https://www.theguardian.com/australia-news/audio/2021/may/27/samoas-democracy-in-crisis,"For nearly two months, the Polynesian island nation of Samoa has been in the grips of a political crisis after one of the most dramatic elections in the country’s history. After a supreme court intervention, a parliamentary lockout and a swearing-in ceremony unlike any other, two groups continue to claim they are the legitimate government of Samoa. Reporter Lagipoiva Cherelle Jackson explains what led to this crisis, and the dire implications of this for the people of Samoa",2021-05-27,"Reported by Lagipoiva Cherelle Jackson and presented by Laura Murphy-Oates. Produced by Miles Herbert, Jon Tjhia and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson"
Two lives changed by the death of George Floyd,https://www.theguardian.com/australia-news/audio/2021/may/26/two-lives-changed-by-the-death-of-george-floyd,"A year ago, the murder of George Floyd caused outrage in Minneapolis – and kicked off a protest movement that spread across the world. How do the young Black people at the heart of the story live with his legacy?",2021-05-26,Presented by Anushka Asthana with Amudalat Ajasa; produced by Sami Kent and Axel Kacoutié; executive produced by Archie Bland and Nicole Jackson. Introduced by Laura Murphy-Oates
Diego v Deliveroo: are workers winning more rights in Australia’s gig economy?,https://www.theguardian.com/australia-news/audio/2021/may/25/diego-v-deliveroo-are-workers-winning-more-rights-in-australias-gig-economy,"Last week, in a landmark case, Australia’s Fair Work Commission ruled that Deliveroo rider Diego Franco was an employee – not a contractor. The case could have ramifications for the wider gig economy, where the use of contractors has led to widespread job insecurity, and workers are subjected to dangerous conditions. Reporter Naaman Zhou explains how the case unfolded and how, in the face of increasing pressure to give workers better rights, some companies are changing the way they operate",2021-05-25,"Reported by Naaman Zhou, and presented by Laura Murphy-Oates. Produced by Miles Herbert, and Ryan Pemberton. The executive producers are Miles Martignoni andGabrielle Jackson"
When will the mouse plague end?,https://www.theguardian.com/australia-news/audio/2021/may/24/when-will-the-mouse-plague-end,"In the past few months rural communities throughout eastern Australia have been besieged by a mouse plague that has devastated homes and businesses. The NSW state government has faced allegations that they’ve been slow to respond, but there’s also fears that their efforts to intervene could have a serious impact on the environment. Matilda Boseley speaks to residents from rural NSW about what it’s like living through a mouse plague, and explains what the experts say could finally bring this plague to an end",2021-05-24,"Reported by Matilda Boseley and presented by Laura Murphy-Oates. Produced by Ellen Leabeater, Joe Koning and Ryan Pemberton. The executive producers are Gabrielle Jackson and Miles Martignoni"
Life inside Gaza,https://www.theguardian.com/australia-news/audio/2021/may/22/life-inside-gaza,"Guardian journalist Hazem Balousha describes living in, and reporting from, Gaza, under heavy bombardment, while historian Rashid Khalidi discusses the history of the Palestinian struggle for statehood",2021-05-22,"Presented by Anushka Asthana with Hazem Balousha and Rashid Khalidi, produced by Alex Atack and Sami El-Enany; executive producers Nicole Jackson and Phil Maynard. Introduced by Laura Murphy-Oates"
What’s behind the increasing secrecy surrounding the Morrison government? – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2021/may/21/whats-behind-the-increasing-secrecy-surrounding-the-morrison-government,Three events this week have raised serious concerns about a lack of transparency in Australia’s democracy. Gabrielle Jackson talks to Lenore Taylor and Mike Ticher about the importance of being able to hold governments to account,2021-05-21,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Ryan Pemberton and Christopher Knaus. The executive producer is Miles Martignoni
