title,link,description,published,contributors
Fibromyalgia and treating chronic pain,https://www.theguardian.com/australia-news/audio/2021/jun/30/fibromyalgia-and-treating-chronic-pain,"Since she was a teenager Nikki Marshall remembers having painful periods and for decades has received treatments for a variety of chronic pain conditions, including fibromyalgia, endometriosis and migraine. But it’s only recently that Nikki became aware that the different types of pain she’s suffered throughout her life may all have been related. In this episode we explore Nikki’s story and speak to Dr Susan Evans about the source of chronic pain and what can be done to treat it",2021-06-30,Presented by Gabrielle Jackson with Nikki Marshall. Produced by Miles Herbert and Ryan Pemberton. The executive producers are Miles Martignoni and Laura Murphy-Oates
Why are tenants being charged just for paying their rent?,https://www.theguardian.com/australia-news/audio/2021/jun/29/why-are-tenants-being-charged-just-for-paying-their-rent,"In 2018 Melbourne tenant Orlando Skeete was told he would have to start paying rent via a company that planned to charge him a series of fees, including a 1.1% charge on all credit- or debit-card payments. This is not uncommon – real estate agencies are increasingly outsourcing the process of rent collection to third-party companies, which charge tenants just for paying their rent. Reporter Michael McGowan explores this confusing system, which  is leaving many tenants out of pocket, and Skeete explains how he fought back, using nothing but a bike, an ATM and relentless determination",2021-06-29,Presented by Laura Murphy-Oates and reported by Michael McGowan. Produced by Ellen Leabeater. Executive producers: Miles Martignoni and Gabrielle Jackson
A death at sea and why answers are so difficult to find,https://www.theguardian.com/australia-news/audio/2021/jun/28/a-death-at-sea-and-why-answers-are-so-difficult-to-find,"In March of 2020, Eritara Aati Kaierua was declared dead aboard a fishing vessel. He was working as an observer, monitoring catches to make sure no illegal fishing was taking place. Video later showed the feet of several people entering his room before he died but more than a year later no charges have been laid. This isn’t an isolated incident – since 2009 at least a dozens observers have turned up dead or disappeared with little explanation.Reporter Bernadette Carreon explains what is happening to these workers and why answers are so difficult to find.",2021-06-28,"Presented by Laura Murphy-Oates and reported by Bernadette Carreon and Rimon Rimon. Produced by Joe Koning , Miles Herbert and Kate Lyons. The executive producers are Miles Martignoni and Gabrielle Jackson"
The return of Australia’s toxic climate politics – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2021/jun/25/the-return-of-australias-toxic-climate-politics-with-lenore-taylor,"The government’s reaction to the possibility of the Great Barrier Reef being listed as ‘in danger’ and a leadership change in the National party have highlighted Australia’s toxic politics around global heating. Editor-in-chief, Lenore Taylor, and head of news, Mike Ticher, discuss how these issues are playing out and the media’s role in reporting them",2021-06-25,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Ryan Pemberton. The executive producer is Miles Martignoni
Are tech companies taking away our ‘right to repair’?,https://www.theguardian.com/australia-news/audio/2021/jun/24/are-tech-companies-taking-away-our-right-to-repair,"The Australian government is looking at whether it’s easy enough to repair things that we use everyday – also known as the right to repair. A draft report released this month says it’s not – especially when it comes to farming equipment, cars and smartphones – and has recommended a suite of changes to improve our right to repair and to reduce the amount of electronic waste created in Australia. Guardian reporter Josh Taylor explores why it’s so hard to get your gadgets fixed and asks how that could be changed",2021-06-24,"Presented by Laura Murphy-Oates and reported by Josh Taylor . Produced by Ryan Pemberton and Joe Koning. The executive producers are Miles Martignoni , Gabrielle Jackson and Laura Murphy-Oates"
Why is Barnaby back?,https://www.theguardian.com/australia-news/audio/2021/jun/23/why-is-barnaby-back,"On Monday, Australian politics once again found itself dealing with a leadership crisis – with the National party voting to return Barnaby Joyce as leader and deputy prime minister. This is the second time he has held this office, after a series of scandals prompted his resignation in 2018.Political editor Katharine Murphy explores the backlash – particularly among women – to this controversial move, and analyses how political division within the National party brought Barnaby back to power",2021-06-23,"Presented by Laura Murphy-Oates and reported by Katharine Murphy; produced by Joe Koning, Miles Herbert and Ryan Pemberton; the executive producers are Gabrielle Jackson and Miles Martignoni"
Egypt’s crackdown on human rights workers,https://www.theguardian.com/australia-news/audio/2021/jun/22/egypts-crackdown-on-human-rights-workers,"Ten years since the Arab spring rocked Egypt and removed its president, the country is still detaining human rights workers and locking up political prisoners. Karim Ennarah, a human rights worker for the Egyptian Initiative for Personal Rights, was at a beach resort in South Sinai when he was arrested and accused of joining a terrorist group and ‘spreading false news’. He tells Anushka Asthana his arrest was only the beginning of his separation from his British wife",2021-06-22,"Presented by Anushka Asthana, produced by Courtney Yusuf and Axel Kacoutié; executive producers Nicole Jackson and Phil Maynard. Introduced by Laura Murphy-Oates"
JoJo Zaho on RuPaul’s Drag Race Down Under and First Nations representation,https://www.theguardian.com/australia-news/audio/2021/jun/21/jojo-zaho-on-rupauls-drag-race-down-under-and-first-nations-representation,"The reality TV show RuPaul’s Drag Race is an international sensation with multiple Emmy awards and spin-offs around the world. Australia’s first season – RuPaul’s Drag Race Down Under – has been marred by controversies around race and a lack of diversity, but it also saw the debut of the show’s first Aboriginal drag queen: Biripi and Worimi queen JoJo Zaho.JoJo talks to Laura Murphy-Oates about the power of First Nations drag and the journey to Drag Race fame",2021-06-21,"Presented by Laura Murphy-Oates and produced by Ryan Pemberton, Miles Herbert and Joe Koning. The executive producer is Miles Martignoni"
Is the truth out there? The US government prepares its landmark report on UFOs,https://www.theguardian.com/australia-news/audio/2021/jun/18/is-the-truth-out-there-the-us-government-prepares-its-landmark-report-on-ufos,A hotly anticipated US government report on decades of mysterious sightings of UFOs is due for release this month. The Guardian’s Adam Gabbatt and former UK Ministry of Defence employee Nick Pope investigate,2021-06-18,Presented by Anushka Asthana with Adam Gabbatt and Nick Pope; produced by Alex Atack and Axel Kacoutié; executive producers Phil Maynard and Archie Bland; additional production by Ryan Pemberton
The people of Biloela v the government,https://www.theguardian.com/australia-news/audio/2021/jun/17/the-people-of-biloela-v-the-government,"For three years the #hometobilo campaign has lobbied for a family of Tamil asylum seekers to be released from immigration detention, and returned to the Queensland community of Biloela where they lived. Last week the family’s youngest daughter Tharnicaa was flown from Christmas Island detention centre to a Perth hospital for emergency medical treatment – and the public pressure around the campaign has only grown.Queensland correspondent Ben Smee went to Biloela to talk to residents about the enduring bond between the family and their community, and ongoing efforts to bring them home",2021-06-17,"Presented by Laura Murphy-Oates and reported by Ben Smee; produced by Miles Herbert, Ryan Pemberton and Marni Cordell; the executive producer is Miles Martignoni"
