title,link,description,published,contributors
"Saved For Later: Adele, Spotify and how streaming changed the sound of music. Plus: an extremely online vocab test",https://www.theguardian.com/australia-news/audio/2021/nov/27/saved-for-later-adele-spotify-and-how-streaming-changed-the-sound-of-music-plus-an-extremely-online-vocab-test,"After Adele got Spotify to hide their album shuffle button, Alyx Gorman, Michael Sun and Steph Harmon called up Aria-winner Georgia Mooney, of All Our Exes Live In Texas, to talk about writing music for the world of streaming – and trying to make a buck from it. Later, Alyx quizzes Michael and Steph on Macquarie Dictionary’s new contenders for Word of the Year",2021-11-27,"Presented by Michael Sun, Alyx Gorman and Steph Harmon with Georgia Mooney. Produced by Miles Herbert, Karishma Luthria and Joe Koning. Executive producer Melanie Tait"
Is Peter Dutton picking a fight with China?,https://www.theguardian.com/australia-news/audio/2021/nov/26/is-peter-dutton-picking-a-fight-with-china,"As military tensions heat up between Taiwan and China, defence minister Peter Dutton says it would be ‘inconceivable’ that Australia would not join military action if the US defended Taiwan. Labor has accused the Coalition of warmongering ahead of an upcoming election. Gabrielle Jackson talks to Lenore Taylor and Daniel Hurst about the threat of war, and the trouble with politicising foreign policy",2021-11-26,Presented by Gabrielle Jackson with Lenore Taylor and Daniel Hurst. Produced by Miles Herbert and Camilla Hannan. Executive producers Melanie Tait and Gabrielle Jackson
What went wrong with the NBN?,https://www.theguardian.com/australia-news/audio/2021/nov/25/what-went-wrong-with-the-nbn,"Ahead of the next federal election, both major parties have promised to fix the problem-plagued national broadband network after widespread complaints about its performance, especially in regional areas.Laura Murphy-Oates speaks to Guardian Australia reporter Josh Taylor about the competing plans for the NBN, and the secret figures that show the true scale of the NBN cost blowout over the past eight years",2021-11-25,"Reported by Josh Taylor and presented by Laura Murphy-Oates; produced by Jane Lee and Ellen Leabeater; sound design and mixing by Daniel Semo; the executive producers are Melanie Tait, Gabrielle Jackson and Laura Murphy-Oates"
The international students giving up their Australian dream,https://www.theguardian.com/australia-news/audio/2021/nov/24/the-international-students-giving-up-their-australian-dream,"From next week, Australian borders will open to international students with valid visas. But after nearly two years of uncertainty, experts say some students won’t be returning, and the impact to broader Australian society will be felt for a long time.Audio producer Karishma Luthria speaks to international students about their life during the pandemic and whether they will return.",2021-11-24,"Presented by Laura Murphy-Oates and reported by Karishma Luthria. Produced by Karishma Luthria,  Laura Murphy-Oates,  Joe Koning and  Ellen Leabeater . Sound design and mix by Joe Koning. Executive producers are  Gabrielle Jackson , Melanie Tait and  Laura Murphy-Oates."
China’s #MeToo movement,https://www.theguardian.com/australia-news/audio/2021/nov/23/chinas-metoo-movement,"Chinese tennis star Peng Shuai’s recent allegations that she was sexually assaulted by a former vice premier, has shone an international spotlight on the #MeToo movement in China.One of China’s first high profile cases involved a young woman, Xianzi, alleging sexual harassment against a famous Chinese state TV host, which sent shockwaves around the country.Jane Lee and Guardian’s Taiwan correspondent Helen Davidson speak to activists Xianzi and Lu Pin about feminists’ ongoing struggle to overcome China’s state censors and closed courts.",2021-11-23,"Presented by Jane Lee, reported by Helen Davidson, produced by Ellen Leabeater and Allison Chan. Sound design and mixing by Camilla Hannan. Executive producers  Gabrielle Jackson, Melanie Tait and Laura Murphy-Oates"
Is Donald Trump plotting to steal the 2024 election?,https://www.theguardian.com/australia-news/audio/2021/nov/22/is-donald-trump-plotting-to-steal-the-2024-election,"Trump’s attempt to overturn the result of the 2020 US election was ultimately thwarted, but through efforts at state level to elect loyalists to key positions, the stage is set for a repeat showing in 2024",2021-11-22,Presented by Michael Safi with Ed Pilkington; produced by Courtney Yusuf and Rudi Zygadlo; executive producers Phil Maynard and Archie Bland. Introduced by Laura Murphy-Oates
"Saved For Later: Taylor Swift, One Direction and online fandoms. Plus: is self care ironic?",https://www.theguardian.com/australia-news/audio/2021/nov/20/saved-for-later-taylor-swift-one-direction-and-online-fandoms-plus-is-self-care-ironic,"In Guardian Australia’s podcast about the internet, Michael Sun, Alyx Gorman and Steph Harmon bring in pop culture expert and Directioner Brodie Lancaster to pore over the easter eggs of Red (Taylor’s Version) – and discuss the pros and cons of stan culture. Then, we set out on our stupid little daily walk with Maggie Zhou, who goes deep on a new TikTok trend that’s shifting the way we talk about wellness",2021-11-20,"Presented by Michael Sun, Alyx Gorman and Steph Harmon with Brodie Lancaster and Maggie Zhou. Produced by Miles Herbert and Camilla Hannan. Executive producer Melanie Tait"
The pandemic powers fuelling anti-government protests – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2021/nov/18/the-pandemic-powers-fuelling-anti-government-protests-with-lenore-taylor,"A new pandemic bill introduced to Victorian parliament by the Andrews government was criticised by some legal and civil liberties groups for its broad powers and a lack of checks and balances. But while independent MPs worked with the government and legal advocates to improve the bill, some protesters – including members of far-right groups – co-opted the debate to inflame anti-government sentiment, at times egged on by politicians and commentators.In this episode, Gabrielle Jackson talks to Lenore Taylor and Mike Ticher about the need to separate legitimate criticism from the extreme views of a minority – and what extreme anti-government rhetoric means for democracy",2021-11-18,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Camilla Hannan. Executive producers Melanie Tait and Gabrielle Jackson
Australia v the climate part 6: Glasgow,https://www.theguardian.com/australia-news/audio/2021/nov/18/australia-v-the-climate-part-6-glasgow,"Cop26 brought together 190 countries in the hope they would finally agree to bring the climate crisis under control. But despite the urgency, Australia’s status as a climate laggard was on full display. With the Glasgow pact in place, will the government do anything it has agreed to?",2021-11-18,"Presented by Graham Readfearn. Reported by Adam Morton, Katharine Murphy and Graham Readfearn. Produced by Ellen Leabeater and Joe Koning, who also did the sound design. Mixing by Daniel Semo. Additional production by Bethany Atkinson-Quinton, Erielle Sudario and Karishma Luthria"
Tasmania – the state where pokies are king,https://www.theguardian.com/australia-news/audio/2021/nov/17/tasmania-the-state-where-pokies-are-king,"Tasmania became the first state in Australia to open a casino in 1973, and since then it has become a place where the gambling lobby’s influence on politics is most bald-faced. Now, a bill before Tasmania’s upper house has brought that influence into the open.Laura Murphy-Oates speaks to lower house independent Tasmanian MP Kristie Johnston and inequality reporter Stephanie Convery about the bill and how the pokies industry came to hold so much power in Tasmania",2021-11-17,"Reported by Stephanie Convery and presented by Laura Murphy-Oates; produced by Jane Lee, Karishma Luthria and Melanie Tait; the executive producers are Gabrielle Jackson, Miles Martignoni and Laura Murphy-Oates"
