title,link,description,published,contributors
Is it time for Joe to go?,https://www.theguardian.com/australia-news/audio/2024/jul/10/joe-biden-us-election-2024-calls-to-drop-out-full-story-podcast,"With growing concern about the president’s cognitive ability, the Democrats face an excruciatingly difficult dilemma – whether to call for their leader, 81-year-old Joe Biden, to drop out of the race. Guardian US political correspondent Lauren Gambino tells Nour Haydar why the Democrats are torn over who should lead them to the next election and just how critical the coming weeks are for Joe Biden’s campaign  You can support the Guardian at theguardian.com/fullstorysupport",2024-07-10,Presented by Nour Haydar with Lauren Gambino. Produced by Karishma Luthria who also did the mix. Sound design by Miles Martignoni. Executive producer Hannah Parkes
"France’s leftwing alliance beat the far right, but what now?",https://www.theguardian.com/australia-news/audio/2024/jul/09/frances-leftwing-alliance-beat-the-far-right-but-what-now-full-story-podcast,A leftwing coalition snatched victory from the far right in the final round of the French parliamentary elections. But will France now fall into political deadlock? Angelique Chrisafis reports,2024-07-09,"Presented by Michael Safi with Angelique Chrisafis ; produced by Natalie Ktena , Eva Krysiak and Rudi Zygadlo"
Is Labour’s landslide win in the UK election a reason for hope?,https://www.theguardian.com/australia-news/audio/2024/jul/09/is-labours-landslide-win-in-the-uk-election-a-reason-for-hope-full-story-podcast,"After a securing a massive majority, can Labour use it to tackle the huge inequality that exists around the UK today?Reged Ahmad and Helen Sullivan speak to Nour Haydar about what was surprising this election and what Keir Starmer’s first challenges are",2024-07-09,Presented by Nour Haydar with Helen Sullivan and Reged Ahmad. Produced by Miles Herbert. Sound design and mixing by Cinnamon Nippard. Executive producer is Miles Martignoni
"Who cared? The disappearance of Amber Haigh, part 2",https://www.theguardian.com/australia-news/audio/2024/jul/08/who-cared-the-disappearance-of-amber-haigh-part-2-full-story-podcast,"In Wagga Wagga the trial of Robert and Anne Geeves for the murder of Amber Haigh is now in its third week. Ben Doherty tells Bridie Jabour what was heard in court last week. For the first time prosecution witness testimony about what has been referred to as ‘the tying up evidence’ was heard, but it was the subject of some arguments in court. Other witnesses told us more about Haigh’s five months as a mother, before she disappeared  Listen to all episodes of Who Cared? The disappearance of Amber Haigh here: theguardian.com/amberhaigh",2024-07-08,"Presented by Bridie Jabour with Ben Doherty. Produced by Joe Koning, who also did the sound design. The executive producer is Miles Martignoni"
US politics: Trump’s immunity and Biden’s woes,https://www.theguardian.com/australia-news/audio/2024/jul/07/us-politics-trumps-immunity-and-bidens-woes-full-story-podcast,"As Americans celebrated Independence Day, Democrats scrambled after a pretty disastrous week for the party – and arguably US democracy.On Monday, the supreme court handed Donald Trump a victory by ruling that former presidents are entitled to some degree of immunity from criminal prosecution. Stemming from this, the judge overseeing the former president’s criminal case in New York postponed his sentencing from next week to 18 September.This falls against the backdrop of Joe Biden trying to convince the public and members of his party that he is still fit to run for president. This week, Jonathan Freedland and Paul Begala, a former adviser to Bill Clinton, discuss how the Democrats can regroup",2024-07-07,Presented by Jonathan Freedland with Paul Begala; produced by Danielle Stephens; the executive producer was Nicole Jackson
Newsroom edition: does Fatima Payman’s exit mean Labor needs to change with the times?,https://www.theguardian.com/australia-news/audio/2024/jul/04/newsroom-edition-does-fatima-paymans-exit-mean-labor-needs-to-change-with-the-times-full-story-podcast,"Fatima Payman has quit the Labor party but will stay in the Senate as an independent. Her resignation comes after she was indefinitely suspended from the parliamentary caucus because she said she was prepared to cross the floor again in support of a motion on Palestinian statehood.Bridie Jabour talks with deputy editor Patrick Keneally and the head of news, Mike Ticher, about Labor’s strict rules on party solidarity and if Payman’s exit means Labor needs to change with the times",2024-07-04,Presented by Bridie Jabour with Mike Ticher and Patrick Keneally. Produced by Miles Herbert and Cinnamon Nippard
Who is Keir Starmer? – Full story podcast,https://www.theguardian.com/australia-news/audio/2024/jul/03/uk-general-election-2024-keir-starmer-podcast-full-story,"By the end of the week, Keir Starmer could be the UK’s next prime minister. Why do voters in the UK general election feel they don’t know him?",2024-07-03,"Presented by Michael Safi with Tom Baldwin and Zoe Williams. Produced by Natalie Ktena, Alex Atack, Ruth Abrahams and Rachel Keenan. Executive producer Homa Khaleeli"
How high inflation has changed what we eat,https://www.theguardian.com/australia-news/audio/2024/jul/02/how-high-inflation-has-changed-what-we-eat-full-story-podcast,"With monthly inflation at its highest level for 2024, Australians are changing their habits of consumption when eating out and at home. This includes buying less weekday coffees and less vegetables, while also saving up for a weekend brunch.At the same time, there’s been increasing scrutiny on prices through Craig Emerson’s report on the food and grocery code of conduct as well as an undercover shopping study by Choice on price differences between Aldi, Coles and Woolworths.Jane Lee speaks to senior business reporter Jonathan Barrett about why he thinks we’re heading towards stagflation, how cafes and restaurants are coping with reduced demand and other ways the government could be addressing the causes of inflation",2024-07-02,Presented by Jane Lee with Jonathan Barrett. Produced by Allison Chan. Sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes
Fatima Payman and the cost of voting with her conscience,https://www.theguardian.com/australia-news/audio/2024/jul/01/fatima-payman-and-the-cost-of-voting-with-her-conscience-full-story-podcast,Last week Labor senator Fatima Payman made national headlines when she broke ranks with her party and voted in support of a Greens motion to recognise a state of Palestine.The Western Australian senator now claims she has been ‘exiled’ by the Labor party after the vote.Political editor Karen Middleton speaks to Nour Haydar about the consequences of crossing the floor,2024-07-01,Presented by Nour Haydar with Karen Middleton. Produced by Miles Herbert and Karishma Luthria. Sound design and mix by Camilla Hannan. The executive producer is Hannah Parkes
Can we reverse the rise of food allergies?,https://www.theguardian.com/australia-news/audio/2024/jul/01/can-we-reverse-the-rise-of-food-allergies-full-story-podcast,"Food allergies, particularly in children, can be inconvenient and distressing. And global trends show that allergies differ country to country – with peanut allergies being more common in Australia, the UK and the US, and less common in Asia.Jane Lee speaks to Jennifer Koplin, an associate professor at the University of Queensland, about how factors such as genetics, migration and pets in the home are contributing to our growing understanding of food allergies in children",2024-07-01,Presented by Jane Lee. Produced by Allison Chan with sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes
