title,link,description,published,contributors
The debate over daylight saving,https://www.theguardian.com/australia-news/audio/2024/aug/21/the-debate-over-daylight-saving-full-story-podcast,"When the NSW Farmers Association voted to campaign for shortening the duration of daylight saving, the NSW premier, Chris Minns, very quickly shut down the idea. So why does daylight saving continue to be a divisive issue that brings out impassioned views? Tamsin Rose speaks to rural and regional editor Calla Wahlquist and columnist Gabrielle Chan about both sides of the debate  You can support the Guardian at theguardian.com/fullstorysupport",2024-08-21,"Presented by Tamsin Rose with Calla Wahlquist and Gabrielle Chan, produced by Allison Chan and Sharlotte Thou with sound design and mix by Camilla Hannan. The Executive producer of Full Story is Hannah Parkes"
Why Dutton wants to close the door to Gazan refugees,https://www.theguardian.com/australia-news/audio/2024/aug/21/why-dutton-wants-to-close-the-door-to-gazan-refugees-full-story-podcast,"Just three days after Asio chief Mike Burgess asked politicians to watch their words about the Middle East, Peter Dutton escalated his rhetoric against Palestinians fleeing Gaza.Guardian Australia’s political editor Karen Middleton and community affairs reporter Mostafa Rachwani tell Tamsin Rose about the political calculations behind the opposition leader’s latest line of attack",2024-08-21,"Presented by Tamsin Rose with Karen Middleton and Mostafa Rachwani produced by sound design by Miles Herbert, Camilla Hannan. The executive producer is Hannah Parkes"
Wieambilla inquest: what motivated the Trains?,https://www.theguardian.com/australia-news/audio/2024/aug/20/wieambilla-inquest-what-motivated-the-trains-full-story-podcast,"A Queensland coroner is investigating the motivations of Gareth, Nathaniel and Stacey Train, who killed constables Matthew Arnold and Rachel McCrow and a neighbour, Alan Dare, at their remote property in Wieambilla. So far, the testimonies have included a forensic psychiatrist and an extremism academic. Queensland state reporter Andrew Messenger speaks to Tamsin Rose about the recommendations that have been made by police and experts to prevent a repeat of this tragedy  You can support the Guardian and the Full Story podcast here",2024-08-20,Presented by Tamsin Rose with Andrew Messenger. Produced by Allison Chan. Sound design and mix by Camilla Hannan. The executive producers of this episode are Hannah Parkes and Miles Martignoni
"Who cared? The disappearance of Amber Haigh, part 8",https://www.theguardian.com/australia-news/audio/2024/aug/19/who-cared-the-disappearance-of-amber-haigh-part-8-full-story-podcast,"All the evidence in the trial of Robert and Anne Geeves for the murder of Amber Haigh has now been heard. Reporter Ben Doherty tells Bridie Jabour about the final week in the NSW supreme court, each side’s closing submissions and what happens next",2024-08-19,Presented by Bridie Jabour with Ben Doherty. Produced and sound designed by Joe Koning. The executive producer is Miles Martignoni
"US politics: Trump and his terrible, horrible, no good, very bad month",https://www.theguardian.com/australia-news/audio/2024/aug/18/us-politics-trump-and-his-terrible-horrible-no-good-very-bad-month-full-story-podcast,"Not so long ago, Donald Trump was riding high in the polls; the mood music was positive for his presidential campaign. Then Joe Biden dropped out of the election race. After months of campaigning against his old foe, Trump now seems to be missing him and struggling to come up with a fresh attack against his new opponent Kamala Harris. This week, Jonathan Freedland speaks to Susan Glasser of the New Yorker about Trump’s challenges as he tries to turn things around after a less than stellar month on the campaign",2024-08-18,"Presented by Jonathan Freedland, with Susan Glasser. Produced by Tom Glasser. Executive producer Danielle Stephens"
How Bangladesh’s longest-serving leader was toppled by student protests,https://www.theguardian.com/australia-news/audio/2024/aug/17/how-bangladeshs-longest-serving-leader-was-toppled-by-student-protests-full-story-podcast,Sheikh Hasina was a historic figure in her country. But now she has fled after protests turned violent. How did it all go wrong? David Bergman reports,2024-08-17,"Presented by Hannah Moore with David Bergman; produced by Natalie Ktena, Zara Qureshi, Matthew Pearce and Rudi Zygadlo; executive producer Homa Khaleeli"
"Newsroom edition: the media is in crisis, gambling ads are not the answer",https://www.theguardian.com/australia-news/audio/2024/aug/16/newsroom-edition-the-media-is-in-crisis-gambling-ads-are-not-the-answer-full-story-podcast,"This week the Labor government is facing criticism for its proposal to put a cap on gambling advertising despite most people supporting an outright ban. But why water down legislation that holds such high community support? According to Bill Shorten, because the future of free-to-air TV depends on it.Gabrielle Jackson speaks to editor-in-chief Lenore Taylor and deputy editor Patrick Keneally about the crisis in the media, and why we should be looking for answers outside the gambling industry",2024-08-16,Presented by Gabrielle Jackson with Lenore Taylor and Patrick Keneally. Produced by Miles Herbert and Cinnamon Nippard
Why is no one counting murdered Indigenous women and children?,https://www.theguardian.com/australia-news/audio/2024/aug/15/why-is-no-one-counting-murdered-indigenous-women-and-children-full-story-podcast,"The report from parliament’s inquiry into missing and murdered Indigenous women and children is due to be released today – for one Bourke family, it’s another step on a long road for police accountability.Indigenous affairs editor Lorena Allam speaks to Nour Haydar about the families who won’t stop fighting for justice and why it’s time for reform",2024-08-15,"Presented by Nour Haydar with Lorena Allam. Produced by Allison Chan,  Miles Herbert and  Karishma Luthria. Sound design and mix Camilla Hannan Executive producer is Hannah Parkes."
The forces threatening Labor’s re-election agenda,https://www.theguardian.com/australia-news/audio/2024/aug/14/the-forces-threatening-labors-re-election-agenda-full-story-podcast,"Federal parliament is back after the long winter break and already the debate is running hot on key issues including housing, gambling and the cost of living. And with less than a year to go before the election, pressure is mounting on the government to gain ground and appeal to voters. Guardian Australia’s chief political correspondent, Paul Karp, and political reporter Amy Remikis discuss what Labor wants to finish before we head to the polls  You can support the Guardian at theguardian.com/fullstorysupport",2024-08-14,Presented by Tamsin Rose with Paul Karp and Amy Remeikis. Produced by Miles Herbert and Karishma Luthria. Sound design and mix by Camilla Hannan. Executive producer Hannah Parkes
Higgins v Reynolds: a very political defamation trial,https://www.theguardian.com/australia-news/audio/2024/aug/13/higgins-v-reynolds-a-very-political-defamation-trial-full-story-podcast-ntwnfb,"Senator Linda Reynolds is suing Brittany Higgins in the supreme court of Western Australia over social media posts. The former minister’s legal team claims that after Higgins alleged she was raped in Parliament House, she and her now husband, David Sharaz, cast Reynolds as the ‘villain’ and damaged her reputation on social media. But Higgins’ legal team says this case is about the power discrepancy between a then 24-year-old with limited job security and the minister for defence. Reporter Sarah Basford Canales discusses the trial with Hannah Parkes",2024-08-13,Presented by Hannah Parkes with Sarah Basford Canales. Produced by Allison Chan. Sound design by Camilla Hannan. The executive producer is Miles Martignoni
