title,link,description,published,contributors
Richard Di Natale’s advice for the next Greens leader,https://www.theguardian.com/australia-news/audio/2025/may/14/richard-di-natales-advice-for-the-next-greens-leader-full-story-podcast,"The Greens were on a high – until they weren’t. This election left the minor party almost entirely wiped out in the House of Representatives and without its leader Adam Bandt. Before a vote on who will take the party forward, the former Greens leader Richard Di Natale speaks to Nour Haydar on what lessons can be learned from the election result and where to now for the minor party  You can support the Guardian at theguardian.com/fullstorysupport",2025-05-14,Presented by Nour Haydar. Produced by Karishma Luthria and Miles Herbert. Sound design and mix by Camilla Hannan. Executive producer is Hannah Parkes
India and Pakistan’s deadly flashpoint over Kashmir,https://www.theguardian.com/australia-news/audio/2025/may/13/india-and-pakistan-deadly-flashpoint-over-kashmir-full-story-podcast,"A fragile ceasefire between India and Pakistan appears to be holding after weeks of clashes and recriminations over the disputed territory of Kashmir. This latest clash began when India accused Pakistan of involvement in a militant attack on mostly Hindu tourists, and has evolved into the region’s worst military skirmish in decades. South Asia correspondent Hannah Ellis-Petersen tells Reged Ahmad about the origins of this conflict, and whether there is hope on the horizon for Kashmir  You can support the Guardian at theguardian.com/fullstorysupport",2025-05-13,Presented by Reged Ahmad with Hannah Ellis-Petersen. Produced by Allison Chan and Eelemarni Close-Brown. Sound design and mix by Daniel Semo. The executive producer of Full Story is Hannah Parkes
How this week will shape politics for years to come,https://www.theguardian.com/australia-news/audio/2025/may/12/how-this-week-will-shape-politics-for-years-to-come-full-story-podcast,"The election campaign drama continues, with Labor today swearing in a new cabinet to lead the country and the Coalition also firming up its leaders for a second term in opposition.And on Thursday, the Greens will decide who will fill Adam Bandt’s shoes after he lost his seat.Chief political correspondent Tom McIlroy talks to Nour Haydar about the two very different leadership battles in Australian politics this week – and who’s in and out of Albanese’s new-look cabinet.",2025-05-12,Presented by Nour Haydar with Tom McIlroy. Produced by Miles Herbert and Karishma Luthria. Additional production by Allison Chan. Sound design and mix by Camilla Hannan. The executive producer of Full Story is Hannah Parkes
Gina episode 6: Mythmaking,https://www.theguardian.com/australia-news/audio/2025/may/12/gina-episode-7-mythmaking-full-story-podcast,"Gina Rinehart’s father Lang Hancock is well known as a pioneer of the iron ore industry in Australia but few realise Hancock started his mining career on a smaller scale and digging for a different substance – blue asbestos. Hancock and his partner started the mining operation at Wittenoom in the 1940s before selling it to another company, CSR, which mined the area for 20 more years. Wittenoom has become synonymous with an immense tragedy that unfolded upon thousands of the people who lived and worked there due to exposure to asbestos fibres. In this episode of Gina, we interrogate some of the stories her family chooses to celebrate – and others they don’t",2025-05-12,"Presented by Sarah Martin. Series producer Joe Koning. Additional production by Jess Hamilton, Camilla Hannan and Luca Ittimani. Executive producer Shelley Hepworth. The head of audio is Miles Martignoni"
Back to Back Barries: the brutal aftermath of a shock election result – podcast,https://www.theguardian.com/australia-news/audio/2025/may/10/back-to-back-barries-the-brutal-aftermath-of-a-shock-election-result-podcast,"Barrie Cassidy and Tony Barry examine the messy fallout of the election and give their predictions on the two very different – and potentially nasty – leadership battles ahead for the Liberals and the Greens.Also in this episode: how Labor’s factions will settle who gets into cabinet, what now for the Coalition’s nuclear policy and whether the government will now pursue a more aggressive policy agenda",2025-05-10,Presented by Tony Barry and Barrie Cassidy; produced by Camilla Hannan and Eelemarni Close-Brown; Executive producer Hannah Parkes
Newsroom edition: are we over-interpreting the election results?,https://www.theguardian.com/australia-news/audio/2025/may/08/newsroom-edition-the-trump-effect-the-coalitions-bad-campaign-and-are-we-over-interpreting-the-election-results-full-story-podcast,"As the dust settles on the federal election, hard lessons for the losers have dominated the headlines. Did the Coalition run a bad campaign that failed to connect with voters? Or did Australians reject Peter Dutton’s Trump-style politics? What should we make of the Greens losing so many seats? And is there a danger in over-interpreting election results?Bridie Jabour talks to the editor Lenore Taylor, deputy editor Patrick Keneally and the national news editor, Josephine Tovey, about why the lessons learned from this election are not as simple as they seem",2025-05-08,"Presented by Bridie Jabour, with Lenore Taylor, Patrick Keneally and Josephine Tovey. Produced by Miles Herbert and Daniel Semo, with video production by Bertin Huynh"
Israel’s plan to ‘conquer’ Gaza,https://www.theguardian.com/australia-news/audio/2025/may/08/israels-plan-to-conquer-gaza-full-story-podcast,Israel plans to expand military operations in Gaza and establish a “sustained presence” there. Jerusalem correspondent Bethan McKernan reports  You can support the Guardian at theguardian.com/fullstorysupport,2025-05-08,Presented by Lucy Hough with Bethan McKernan; produced by Alex Atack and Ross Burns; executive producer Elizabeth Cassin
Nagi v Brooki: does anyone really own a recipe?,https://www.theguardian.com/australia-news/audio/2025/may/07/nagi-v-brooki-does-anyone-really-own-a-recipe-full-story-podcast,"Australian cookbook author Nagi Maehashi promises her caramel slice recipe actually works. That the caramel won’t be runny and that it won’t crack or ooze when cut.She shared the recipe on her widely popular website RecipeTin Eats several years ago, and then last year noticed a recipe with uncanny similarities in a bestselling book by Brisbane bakery owner Brooke Bellamy.Bellamy has denied allegations that she plagiarised Maehashi’s recipe, saying she has been making caramel slice herself since 2016.Lifestyle editor Alyx Gorman speaks to Nour Haydar about the recipe plagiarism allegations that have caused a stir in the cookbook world",2025-05-07,Presented by Nour Haydar with Alyx Gorman. Produced by Allison Chan and Karishma Luthria with additional production by Eelemarni Close-Brown. Sound design and mix by Daniel Semo. Executive producer is Hannah Parkes
The mushroom murders trial begins,https://www.theguardian.com/australia-news/audio/2025/may/06/the-mushroom-murders-trial-begins-full-story-podcast,"Erin Patterson is accused of murdering her estranged husband Simon’s parents, Don and Gail Patterson, his aunt Heather Wilkinson and attempting to murder his uncle Ian Wilkinson in 2023The cause of death: a meal of beef wellington laced with death cap mushrooms.Patterson has pleaded not guilty but it’s a case that continues to intrigue, as each day in the courtroom brings new revelations..Reged Ahmad speaks to courts and justice reporter Nino Bucci on the first week of the trial.",2025-05-06,"Presented by Reged Ahmad with Nino Bucci. Produced by Karishma Luthria, with sound design and mixing by Camilla Hannan. The executive producer of Full Story is Hannah Parkes."
The ‘bloodletting’ and crisis inside the Liberal party,https://www.theguardian.com/australia-news/audio/2025/may/06/the-bloodletting-and-crisis-inside-the-liberal-party-full-story-podcast,"The Liberal party is facing its worst crisis since it was formed in the 1940s. With Peter Dutton booted out of parliament, the question has quickly turned to who will take over the party’s leadership, and if it can survive the changing mood in the electorateNour Haydar talks to chief political correspondent Tom McIlroy about what comes next for the Liberal party",2025-05-06,"Presented by Nour Haydar, with Tom McIlroy. Produced by Allison Chan and Camilla Hannan. The executive producer of this episode was Miles Herbert"
