title,link,description,published,contributors
The whistleblower who plunged Facebook into crisis,https://www.theguardian.com/australia-news/audio/2021/oct/11/the-whistleblower-who-plunged-facebook-into-crisis,"After a series of leaks last month that represented the most damaging insight into Facebook’s inner workings in the company’s history, the former employee behind them has come forward. Frances Haugen has given evidence to the US Congress – and been praised by senators as a ‘21st century American hero’.In this episode, Nosheen Iqbal talks to the Guardian’s global technology editor Dan Milmo about what we learned from Haugen’s testimony, and how damaging it could be for Facebook",2021-10-11,Presented by Nosheen Iqbal with Dan Milmo; produced by Sami Kent  and Rudi Zygadlo ; additional production by Daniel Semo; the executive producers are Phil Maynard and Archie Bland
The need for anti-corruption watchdogs with teeth,https://www.theguardian.com/australia-news/audio/2021/oct/08/the-need-for-anti-corruption-watchdogs-with-teeth,"An investigation by the Independent Commission Against Corruption led the now former NSW Premier Gladys Berejiklian to resign. While she denies any wrongdoing, her resignation has ignited a fresh debate about how to properly hold public officials to account. Lenore Taylor and Mike Ticher speak to Gabrielle Jackson about the role of anti-corruption commissions in holding politicians accountable",2021-10-08,Hosted by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Camilla Hannan. Executive producers Miles Martignoni and Gabrielle Jackson
How Australian doctors reduced vaccine-linked blood clot deaths,https://www.theguardian.com/australia-news/audio/2021/oct/07/how-australian-doctors-reduced-vaccine-linked-blood-clot-deaths,"The AstraZeneca Covid-19 vaccine has been linked with a rare blood-clotting condition called thrombosis with thrombocytopenia syndrome (TTS). But in Australia, the death rates from this condition have been much lower than overseas. Medical editor Melissa Davey explains to Laura Murphy-Oates how a team of specialists including Dr Vivien Chen drastically reduced deaths from the condition.",2021-10-07,"Presented by Laura Murphy-Oates, produced by Ellen Leabeater, Karishma Luthria and Jane Lee. Sound design and mixing by Daniel Semo. Executive producers Miles Martignoni Gabrielle Jackson and Laura Murphy-Oates."
The end of the Family Court,https://www.theguardian.com/australia-news/audio/2021/oct/06/the-end-of-the-family-court,"Australia’s family law system has long been described as dysfunctional. It has left people waiting years for decisions with its courts buckling under the strain of cases. In an effort to address these issues, the Family Court of Australia last month underwent the single greatest change since it was established in 1975. But some family violence advocates and legal experts are concerned by the move.Jane Lee speaks to Guardian reporter Nino Bucci and former Family Court judge Colin Forrest about what went wrong with the system, and whether this radical shake-up could fix it",2021-10-06,"Presented by Jane Lee. Reporting by Nino Bucci. Produced by Karishma Luthria, Rafqa ToumaLaura Murphy-Oates and Camilla Hannan. Executive producers Gabrielle Jackson, Miles Martignoni and Laura Murphy-Oates"
The quest to find Australia’s favourite bird,https://www.theguardian.com/australia-news/audio/2021/oct/05/the-quest-to-find-australias-favourite-bird,"The Guardian/Birdlife Australia bird of the year poll is in full swing and the once-crowded field of 50 is rapidly narrowing with each day of voting. Which warbler will reign supreme?We hear from journalists, comedians and a former prime minister about the bird they’re supporting. They also discuss their wildest feathered encounters and the race to save some native species from extinction",2021-10-05,"Presented by Laura Murphy-Oates, reporting by Gabrielle Chan, Lorena Allam and Lisa Cox. Produced by Karishma Luthria, Camilla Hannan. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates."
Inside the Pandora papers – financial secrets of the rich and powerful,https://www.theguardian.com/australia-news/audio/2021/oct/04/inside-the-pandora-papers-financial-secrets-of-the-rich-and-powerful,The financial secrets of some of the world’s most rich and powerful people are revealed following one of the biggest leaks of offshore data. The Pandora papers include 35 current and former world leaders and more than 300 public officials,2021-10-04,"Presented by Michael Safi with Paul Lewis, Juliette Garside and Katharine Viner; produced by Sami Kent and Axel Kacoutié; executive producers Phil Maynard, Nicole Jackson and Archie Bland. Introduced by Laura Murphy-Oates"
The conviction of R Kelly,https://www.theguardian.com/australia-news/audio/2021/oct/04/the-conviction-of-r-kelly,"More than 20 years after the first allegations of sexual violence and abuse against R Kelly, he has been convicted on racketeering and sex trafficking charges. But as the women of colour who gave evidence celebrate the verdicts, there are renewed questions in the US about how the music industry, the media and the criminal justice system failed to hold him accountable for decades",2021-10-04,"Presented by Nosheen Iqbal with Lauren Aratani and Jim DeRogatis. Produced by Hannah Moore, Joshua Kelly and Axel Kacoutié. Executive producers  Phil Maynard and Archie Bland. Introduced by Laura Murphy-Oates"
"Guardian Australia Reads: Peter Doherty on Covid, Twitter and Dan Murphy’s opening hours",https://www.theguardian.com/australia-news/audio/2021/oct/02/guardian-australia-reads-peter-doherty-on-covid-twitter-and-dan-murphys-opening-hours,"He has the most evoked name in Australia thanks to the Covid-19 modelling that bears it. Features editor Lucy Clark recommends Paul Daley’s profile on Peter Doherty, which ranges from politics to books, misinformation and that tweet",2021-10-02,"Hosted by Jane Lee. Written by Paul Daley. Recommended by Lucy Clark. Read by Dorje Swallow. Produced by Camilla Hannan, Erielle Sudario and Allison Chan. Executive producers Miles Martignoni and Gabrielle Jackson"
Why did Gladys Berejiklian resign as NSW premier?,https://www.theguardian.com/australia-news/audio/2021/oct/01/why-did-gladys-berejiklian-resign-as-nsw-premier,"With most of the attention on her management of the Covid crisis, an Icac investigation has led to the popular leader’s demise. In this episode of Full Story, we revisit Christopher Knaus’s original reporting on where her downfall started: an Icac hearing in 2020",2021-10-01,Presented by Laura Murphy-Oates with Christopher Knaus. Produced by Jane Lee and Miles Martignoni. The executive producer is Gabrielle Jackson
"Pressure is building on Morrison for climate action, will this time be different? – with Lenore Taylor",https://www.theguardian.com/australia-news/audio/2021/oct/01/pressure-is-building-on-morrison-for-climate-action-will-this-time-be-different-with-lenore-taylor,"As pressure to reduce Australia’s emissions to net zero by 2050 increases, there has been a slight shift in language from the Morrison government on its climate targets. But as the PM points to a roadmap for reduced emissions, Morrison must appease his Coalition counterparts. Lenore Taylor and Adam Morton speak to Gabrielle Jackson about the shifting politics of climate action",2021-10-01,Hosted by Gabrielle Jackson with Lenore Taylor and Adam Morton. Produced by Miles Herbert and Camilla Hannan. Executive producers Miles Martignoni and Gabrielle Jackson
Victoria’s health system battles yet another Covid-19 wave,https://www.theguardian.com/australia-news/audio/2021/sep/30/victorias-health-system-battles-yet-another-covid-19-wave,"This week Victoria’s daily case numbers overtook NSW, and with cases rising rapidly, so are hospitalisations and deaths. Some Melbourne hospitals are already feeling the strain, with reports of delays in admitting some patients to emergency and an increase in emergency staff taking sick leave due to burnout.Medical editor Melissa Davey examines how the Victorian health system is coping right now, and whether it could get overwhelmed in the coming months.",2021-09-30,"Presented by Laura Murphy-Oates and reported by Melissa Davey; produced by Karishma Luthria, Joe Koning and  Daniel Semo; the executive producers are Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
"Guns, a captain’s pick and a Labor revolt",https://www.theguardian.com/australia-news/audio/2021/sep/29/guns-a-captains-pick-and-a-labor-revolt,"Labor’s latest hand-picked federal candidate – Olympic shooter and former coalminer Daniel Repacholi – is raising eyebrows, and the ire of some rank and file ALP members, in the NSW seat of Hunter.Laura Murphy-Oates speaks to chief political correspondent Sarah Martin about Labor’s infighting over the blue-collar seat and what it says about the party’s future",2021-09-29,"Presented by Laura Murphy-Oates, reported by Sarah Martin, produced by Jane Lee, Ellen Leabeater, Karishma Luthria and Joe Koning. Sound design by Joe Koning, mixing by Camilla Hannan. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
"Sick, broke and waiting for the disability support pension",https://www.theguardian.com/australia-news/audio/2021/sep/28/sick-broke-and-waiting-for-the-disability-support-pension,"A Senate inquiry has been told Australia’s disability payment rules need to be ‘rewritten’ as people struggle for months, or even years, before receiving support – with some draining their super, relying on charity or accruing thousands of dollars of credit card debt to get by. Many are also forced onto the lower jobseeker payment, with government data showing that 36% of jobseeker recipients are sick or have a disability.Laura Murphy-Oates speaks to 28-year-old Natasha Thomson, whose two-year battle to access the payment ended up at the top level of the administrative appeal tribunal, and inequality editor Luke Henriques-Gomes, about the barriers to accessing the disability support pension and the push for reform",2021-09-28,"Presented by Laura Murphy-Oates, reported by Luke Henriques-Gomes. Produced by Bethany Atkinson-Quinton, Ellen Leabeater  and Karishma Luthria. Sound design by Karishma Luthria and mixing by Camilla Hannan. Executive producers  Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates."
Hillary Clinton in conversation with Jonathan Freedland,https://www.theguardian.com/australia-news/audio/2021/sep/27/hillary-clinton-in-conversation-with-jonathan-freedland,"Jonathan Freedland hosted a special Guardian Live event where he spoke to the former secretary of state Hillary Clinton. As the US commemorated the 20th anniversary of the 9/11 attacks, the pair talked about her memories of the day, given she was the senator for New York at the time; how US politics has changed since then; and whether or not retaliation by American forces has made the US and the world a safer or more dangerous place",2021-09-27,Presented by Jonathan Freedland; produced by Esther Opoku-Gyeni; additional production by Camilla Hannan
"Guardian Australia Reads: If I wasn’t autistic, would my encyclopedic knowledge of dinosaurs be a problem?",https://www.theguardian.com/australia-news/audio/2021/sep/25/guardian-australia-reads-if-i-wasnt-autistic-would-my-encyclopedic-knowledge-of-dinosaurs-be-a-problem,"Laura Murphy-Oates introduces a bonus episode of our new podcast Guardian Australia Reads. Guardian Australia’s culture editor, Steph Harmon, recommends a piece by Clem Bastow about an unfair double standard on autism",2021-09-25,Hosted by Jane Lee. Written and read by Clem Bastow. Recommended by Steph Harmon. Produced by Camilla Hannan and Allison Chan. Executive producers Miles Martignoni and Gabrielle Jackson
Diplomacy and defence in the wake of Aukus – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2021/sep/24/diplomacy-and-defence-in-the-wake-of-aukus-with-lenore-taylor,"Last week, Australia entered into a new defence pact with the United States and the United Kingdom. The pact, dubbed Aukus, will see Australia acquire nuclear-powered submarines from the US and the UK, effectively ending a $90bn contract Australia had previously signed with France. Lenore Taylor and Mike Ticher speak to Gabrielle Jackson about the immediate fallout from Australia’s new partnership and the ramifications of the Aukus alliance",2021-09-24,Hosted by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Camilla Hannan . Executive producers Miles Martignoni and Gabrielle Jackson
Melbourne protests: far-right extremists or construction workers?,https://www.theguardian.com/australia-news/audio/2021/sep/23/melbourne-protests-far-right-extremists-or-construction-workers,"After the Victorian government announced restrictions on the construction industry to curb the spread of Covid-19, a series of protests have taken place in Melbourne resulting in violent clashes and dozens of arrests. However, some politicians and union leaders claim that many protesters are not construction workers, but rather far-right extremists.Guardian reporter Josh Taylor speaks to Laura Murphy-Oates about the role that anti-lockdown and anti-vaccination groups on social media have played and whether the far right has infiltrated these protests",2021-09-23,"Presented by Laura Murphy-Oates and reported by Josh Taylor; produced by Jane Lee, Allison Chan, Karishma Luthria, Ellen Leabeater and Joe Koning who also did the sound design; mixed by Daniel Semo; the executive producers are Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
Madison de Rozario’s path to wheelchair-racing fame,https://www.theguardian.com/australia-news/audio/2021/sep/22/madison-de-rozarios-path-to-wheelchair-racing-fame,"Australian wheelchair racer Madison de Rozario’s Paralympic career started when she competed at the Beijing Paralympics at the age of 14. Now, the 27-year-old has cemented her place in the history books – breaking multiple records and winning three medals, including two gold, at the Tokyo Paralympics. De Rozario speaks to reporter Kieran Pender about her sometimes bumpy rise to wheelchair-racing fame and the power of the Paralympics as a vehicle for change",2021-09-22,"Presented by Laura Murphy-Oates, reporter Kieran Pender. Produced by Karishma Luthria, Bethany Atkinson-Quinton, Joe Koning  and  Jane Lee . Sound design by Joe Koning and Karishma Luthria. Executive producer Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
The resignation of Christian Porter,https://www.theguardian.com/australia-news/audio/2021/sep/21/the-resignation-of-christian-porter,"Australian industry minister Christian Porter has resigned from cabinet after he declared that anonymous donors helped pay his legal fees in his defamation case against the ABC. Prime minister Scott Morrison says the matter is now resolved, but questions are still being asked about the extent of Porter’s knowledge of these donations, and whether he has broken any rules.Laura Murphy-Oates speaks to political reporter Paul Karp about how the donations scandal unfolded and what the future holds for Christian Porter",2021-09-21,"Presented by Laura Murphy-Oates and reported by Paul Karp; produced by Jane Lee, Ellen Leabeater and Joe Koning who also did the sound design; mixed by Camilla Hannan; the executive producers are Gabrielle Jackson, Miles Martignoni and Laura Murphy-Oates"
