title,link,description,published,contributors
When Albanese met Xi,https://www.theguardian.com/australia-news/audio/2025/jul/15/when-albanese-met-xi-full-story-podcast,"Anthony Albanese met Xi Jinping for the second time in Beijing on Tuesday.Prior to the meeting, in remarks open to the media, both leaders talked about the need for cooperation, and the Chinese president even reflected on the improved relationship between the two countries.So what do we know about what was discussed behind closed doors?Chief political correspondent Tom McIlroy speaks to Nour Haydar about a diplomatic visit crucial to Australian trade and security – and what Donald Trump might think of it all",2025-07-15,Presented by Nour Haydar with Tom McIlroy; produced by Karishma Luthria and Miles Herbert; sound design and mix by Joe Koning; Executive producer is Hannah Parkes
Jim Chalmers on uncertainty and ambition,https://www.theguardian.com/australia-news/audio/2025/jul/15/jim-chalmers-on-uncertainty-and-ambition-full-story-podcast,"Treasurer Jim Chalmers tells Guardian Australia chief political correspondent Tom McIlroy one of his key measures of success in the future is making Australia’s budget more sustainable. They also discuss the challenge of meeting housing targets, how the morning news affects his plans and what he hopes can come out of his meeting with the G20 finance ministers this week",2025-07-15,Presented by Tom McIlroy. Produced by Shadi Khan Saif. Executive producer Miles Martignoni
The controversy over Jillian Segal’s antisemitism plan,https://www.theguardian.com/australia-news/audio/2025/jul/14/the-controversy-over-jillian-segal-antisemitism-plan-full-story-podcast-ntwnfb,"The federal government’s special envoy to combat antisemitism, Jillian Segal, has released a report that recommends 49 key actions to stamp out abuse towards Jewish Australians.There are elements of Segal’s plan that have bipartisan support – but other recommendations have faced strong criticism, with some saying it has the potential to silence debate and dissent.Guardian Australia political reporter and chief of staff Josh Butler and education reporter Caitlin Cassidy speak to Reged Ahmad about why the proposed antisemitism plan has some people worried",2025-07-14,Presented by Reged Ahmad with Josh Butler and Caitlin Cassidy; produced by Miles Herbert and Joe Koning who also did the sound design and mix; executive producer Hannah Parkes
South Australia’s algae bloom crisis,https://www.theguardian.com/australia-news/audio/2025/jul/14/south-australias-algae-bloom-crisis-full-story-podcast,South Australia’s coastline is battling a toxic algal bloom. Rising sea temperatures and a lack of action about the unfolding catastrophe have left experts increasingly concerned about the health of the state’s marine ecosystems.Senior reporter Tory Shepherd speaks to Nour Haydar about why experts say this disaster is ‘climate change happening’,2025-07-14,Presented by Nour Haydar with Tory Shepherd. Produced by Karishma Luthria and Joe Koning who also did the sound design and mix. The executive producer of Full Story is Hannah Parkes.
Back to Back Barries: could the antisemitism plan be used to silence dissent? – podcast,https://www.theguardian.com/australia-news/audio/2025/jul/12/back-to-back-barries-could-the-antisemitism-plan-be-used-to-silence-dissent-podcast,"Barrie Cassidy and Tony Barrie unpack the plan handed to the federal government this week to combat antisemitism. They also look at Trump’s threat to place tariffs on pharmaceuticals, the RBA’s surprise interest rate decision and the impact of federal election cycles on state leadership",2025-07-12,Presented by Barrie Cassidy and Tony Barry; produced by Camilla Hannan Executive producer is Hannah Parkes
Newsroom edition: the mushroom trial media frenzy,https://www.theguardian.com/australia-news/audio/2025/jul/11/newsroom-edition-the-mushroom-trial-media-frenzy-full-story-podcast-ntwnfb,"This week the jury in Erin Patterson’s months-long triple-murder trial returned  a verdict of guilty on all charges. But rather than draw a line under a case that has fascinated the public, the verdict seems to have only fuelled interest and spawned more and more coverage and conjecture. Reged Ahmad speaks to Guardian Australia’s editor, Lenore Taylor, and national news editor, Josephine Tovey, about the ethics of covering the mushroom trial and where to draw the line between public interest and ghoulish fascination",2025-07-11,"Presented by Reged Ahmad with Lenore Taylor and Josephine Tovey. Produced by Miles Herbert, with sound design and mixing by Joe Koning. Video production by Bertin Huynh"
"Kumanjayi Walker inquest findings: racism, reform and reckoning",https://www.theguardian.com/australia-news/audio/2025/jul/09/kumanjayi-walker-inquest-findings-full-story-podcast-ntwnfb,"Six years on from the fatal shooting of 19-year-old Kumanjayi Walker and a murder trial that found former NT police officer Zachary Rolfe not guilty of murder or manslaughter, a coroner has handed down her findings into the circumstances that led to the Warlpiri teenager’s death.UTS Indigenous media professor Lorena Allam and justice and courts reporter Nino Bucci tell Nour Haydar what the coroner’s findings mean for truth-telling in the Northern Territory",2025-07-09,Presented by Nour Haydar with Lorena Allam and Nino Bucci. Produced by Karishma Luthria and Miles Herbert. Sound design and mixing by Camilla Hannan. The executive producer of Full Story is Hannah Parkes.
What can be done to make childcare safer?,https://www.theguardian.com/australia-news/audio/2025/jul/08/what-can-be-done-to-make-childcare-safer-full-story-podcast-ntwnfb,"A week after it was revealed that a Melbourne childcare worker had been charged with sexual abuse offences relating to multiple children, scrutiny of the early learning sector has only intensified.Although the case is yet to be tested in the courts, the allegations sparked widespread outrage and intensified pressure on both federal and state governments to act quickly.Senior reporter Kate Lyons tells Reged Ahmad what more can be done to make the sector safer for children",2025-07-08,Presented by Reged Ahmad with Kate Lyons; produced by Miles Herbert; sound design and mix by Joe Koning; Executive producer Hannah Parkes
Trump’s big beautiful betrayal,https://www.theguardian.com/australia-news/audio/2025/jul/08/trumps-big-beautiful-betrayal-full-story-podcast,Ed Pilkington explains the US president’s ‘Big Beautiful Bill’ and what it will mean for millions of poorer Americans who voted for him last November,2025-07-08,"Presented by Michael Safi with Ed Pilkington; produced by Leah Green, Max'ed Adnaan, Ruth Abrahams and Rudi Zygadlo; executive producer Sami Kent"
Mushroom trial: Erin Patterson found guilty,https://www.theguardian.com/australia-news/audio/2025/jul/07/mushroom-trial-erin-patterson-found-guilty-full-story-podcast,A jury has found Erin Patterson guilty of murdering three relatives and attempting to murder a fourth with a deadly beef wellington lunch almost two years ago.Justice and courts reporter Nino Bucci speaks to Reged Ahmad about how we got to this verdict and what comes next,2025-07-07,"Presented by Reged Ahmad with Nino Bucci; produced by Karishma Luthria, Miles Herbert and Joe Koning who also did the sound design and mix. The executive producer is Hannah Parkes"
Japan’s rice crisis,https://www.theguardian.com/australia-news/audio/2025/jul/07/japans-rice-crisis-full-story-podcast,"Home-grown rice is a key part of Japanese culture, identity and politics, dating back thousands of years.So much so that any disruption can spark a wave of consumer anger, reaching even the highest echelons of power. But as the country grapples with a shortage of the grain, locals are asking whether it’s finally time to learn to love the imported version.Reged Ahmad speaks to the Guardian’s Japan and Korea correspondent, Justin McCurry, in Osaka.",2025-07-07,"Presented by Reged Ahmad with Justin McCurry. Produced by Karishma Luthria and Camilla Hannan, with sound design and mix by Joe Koning. Executive producer is Hannah Parkes"
Back to Back Barries: do Labor voters have buyer’s remorse?,https://www.theguardian.com/australia-news/audio/2025/jul/05/back-to-back-barries-do-labor-voters-have-buyers-remorse,"Barrie Cassidy and Tony Barry take a look at Anthony Albanese’s support of Donald Trump’s bombing of Iran and ask: will the US - Australia relationship send traditional party supporters elsewhere?Also: why it’s time for the Liberals to embrace gender quotas. And, keen to canvas opinion on Chinese influence in the Pacific region, Barrie conducts his own focus groups in the Cook Islands.",2025-07-05,Barrie Cassidy and Tony Barry; produced by Camilla Hannan; Executive producer is Hannah Parkes
Guilty ... and not guilty: understanding the Sean ‘Diddy’ Combs verdict,https://www.theguardian.com/australia-news/audio/2025/jul/04/guilty-and-not-guilty-understanding-the-sean-diddy-combs-verdict-full-story-podcast,"The rapper faced charges often levied at mafia bosses. Anna Betts explains what the jury heard, and Andrew Lawrence tells Nosheen Iqbal what the verdict means for the music mogul",2025-07-04,Presented by Nosheen Iqbal with Anna Betts and Andrew Lawrence; produced by Phoebe McIndoe; executive producer Homa Khaleeli
Newsroom edition: the perils of covering extreme weather during the climate crisis,https://www.theguardian.com/australia-news/audio/2025/jul/03/newsroom-edition-the-perils-of-covering-extreme-weather-during-the-climate-crisis-full-story-podcast,"This week headlines warned of a ‘bomb cyclone’ forming on the Australian east coast. However, the Bureau of Meteorology has stopped short of using that terminology in media commentary and has not officially called this week’s event anything other than a ‘vigorous’ coastal low. But the severe weather system did wreak havoc on some parts of the coastline, causing flooding, damage to properties and flight cancellations.Nour Haydar speaks with the head of newsroom, Mike Ticher, and deputy editor Patrick Keneally about why language matters and how crucial it is to refer to the climate crisis when covering extreme weather",2025-07-03,"Presented by Nour Haydar with Mike Ticher and Patrick Keneally. Produced by Miles Herbert, with sound design and mixing by Miles Martignoni"
Bougainville’s rocky path to independence,https://www.theguardian.com/australia-news/audio/2025/jul/03/bougainvilles-rocky-path-to-independence-full-story-podcast,"In 2019, the people of Bougainville overwhelmingly voted in favour of independence. Once controlled by Britain, Germany, Japan, Australia and Papua New Guinea, some see the reopening of a massive copper and gold mine known as Panguna as the key to the new nation’s success. But it was only three decades ago that Bougainvilleans went to war to shut it down.Nour Haydar speaks with Ben Doherty about the road to independence for Australia’s Pacific neighbour and the risk of repeating mistakes from the past",2025-07-03,"Presented by Nour Haydar  with Ben Doherty. Produced by Camilla Hannan, who also did the sound design and mixing. The executive producer of this episode is Miles Herbert"
The Melbourne childcare sexual abuse charges: what we know so far - Full Story podcast,https://www.theguardian.com/australia-news/audio/2025/jul/02/the-melbourne-childcare-sexual-abuse-charges-what-we-know-so-far-full-story-podcast,"The childcare sector has come under intense scrutiny in the wake of a Victorian worker being charged with dozens of child sexual abuse offences.While the allegations are yet to be tested by the courts, the fallout from the unfolding case has been profound as both state and federal governments consider the next steps.Reged Ahmad speaks to Victorian state correspondent Benita Kolovos on what this case means for the future of an industry relied on by so many Australian families",2025-07-02,Presented by Reged Ahmad with Benita Kolovos; produced by Karishma Luthria and Joe Koning who also did the sound design and mix. Executive producer is Hannah Parkes
Does the Liberal party need to change its values to survive?,https://www.theguardian.com/australia-news/audio/2025/jul/01/does-the-liberal-party-need-to-change-its-values-to-survive-full-story-podcast,"The opposition leader, Sussan Ley, is in a battle to raise the Liberal party from the electoral ashes and remake it into something that can win again. And that includes fixing its women problem.Guardian Australia’s chief political correspondent, Tom McIlroy, discusses whether Ley needs to consider reforming her party to return to power – and recruit women",2025-07-01,"Presented by Reged Ahmad with Tom McIlroy ; produced by Karishma Luthria and Joe Koning, who also did the sound design and mix. Executive producer is Hannah Parkes"
What does Zohran Mamdani’s triumph tell the Democrats?,https://www.theguardian.com/australia-news/audio/2025/jun/30/what-does-zohran-mamdanis-triumph-tell-the-democrats-full-story-podcast,"He is now the Democratic candidate for the New York City mayoral race. After running a highly successful and viral campaign culminating in him defeating establishment rival Andrew Cuomo, are there lessons for the party in his win?Washington DC bureau chief David Smith tells Nour Haydar about Zohran Mamdani’s rise and what it means for the Democrats",2025-06-30,Presented by Nour Haydar with David Smith. Produced by Karishma Luthria and Allison Chan. Sound design and mix by Joe Koning. The executive producer of Full Story is Hannah Parkes
The thrift stores dividing Australian shoppers,https://www.theguardian.com/australia-news/audio/2025/jun/29/the-thrift-stores-dividing-australian-shoppers-full-story-podcast,"As the cost-of-living crisis takes hold, more people are turning to op shops for secondhand clothes. Among the thrift shops is Savers, a US for-profit that is dividing opinions. It claims to offer a more sustainable alternative for shoppers, but some have mixed feelings about its business model.Business editor Jonathan Barrett explains to Reged Ahmad why there are questions around the retailer’s relationships to non-profit partners even as those shunning fast fashion say it’s more sustainable",2025-06-29,"Presented by Reged Ahmad with Jonathan Barrett. Produced by Miles Herbert and Camilla Hannan, who also did the sound design and mix. Additional production by Karishma Luthria. The executive producer is Miles Herbert"
Back to Back Barries: could Albanese be the next Hawke or Howard? – podcast,https://www.theguardian.com/australia-news/audio/2025/jun/28/back-to-back-barries-could-albanese-be-the-next-hawke-or-howard-podcast,"George Megalogenis joins Tony Barry in the studio this week to discuss why Donald Trump is unlikely to drag Australia into war, whether the prime minister could win back-to-back landslides, and how it feels when you get it wrong as a political commentator",2025-06-28,Presented by Tony Barry and George Megalogenis; produced by Camilla Hannan and Daniel Semo; the executive producer is Hannah Parkes
