title,link,description,published,contributors
Can Anthony Albanese win the next election?,https://www.theguardian.com/australia-news/audio/2022/feb/08/can-anthony-albanese-win-the-next-election,"With a federal election just months away, all eyes are turning to the leader of the opposition party, with the question – will he be our next prime minister?Laura Murphy-Oates speaks to political editor Katharine Murphy about Anthony Albanese’s rise through Labor’s political ranks and the party’s strategy to win the election",2022-02-08,"Presented by Laura Murphy-Oates, reporting by Katharine Murphy. Produced by Jake Morcom, Karla Arnall and Joe Koning, who also did the sound design and mixing. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
Can Joe Rogan change?,https://www.theguardian.com/australia-news/audio/2022/feb/07/can-joe-rogan-change,"The freewheeling, inquisitive style that made Rogan so influential turned into a liability during the Covid pandemic. What’s next for the world’s most famous podcaster?",2022-02-07,Presented by Michael Safi with Devin Gordon ; produced by Courtney Yusuf and Rudi Zygadlo; Executive Producers are Phil Maynard and Mythili Rao. Additional Production by Joe Koning
Why is it so hard to talk about the people who have died from Covid? – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2022/feb/04/why-is-it-so-hard-to-talk-about-the-people-who-have-died-from-covid-with-lenore-taylor,Covid statistics have become a fixture of our day but those numbers tell us very little about the people who have died. And does the language around how deaths are reported undervalue the lives lost? Gabrielle Jackson talks to Lenore Taylor and Mike Ticher about why it’s so hard to talk about Covid deaths,2022-02-04,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Camilla Hannan. Executive producer Miles Martignoni
What we know about immunity and the ‘son of Omicron’,https://www.theguardian.com/australia-news/audio/2022/feb/03/what-we-know-about-immunity-and-the-son-of-omicron,"With a record number of Australians infected with Covid-19 over the summer and a new subvariant of Omicron emerging, some people may be wondering - can I get infected again?Laura Murphy-Oates speaks to medical editor Melissa Davey about the Omicron variant, immunity, and the best way to prevent reinfection",2022-02-03,Presented by Laura Murphy-Oates reported by Melissa Davey produced by Karishma Luthria and Laura Brierley Newton. Sound design and mix by Camilla Hannan. Executive producers Laura Murphy-Oates Miles Martignoni and Gabrielle Jackson
The rise of Ash Barty and the changing face of Australian tennis,https://www.theguardian.com/australia-news/audio/2022/feb/02/the-rise-of-ash-barty-and-the-changing-face-of-australian-tennis,"After 44 years of waiting, an Australian has won at the Australian Open, with 25-year-old Ash Barty taking out the singles title. But Barty wasn’t the only Australian getting attention. The Special Ks, Thanasi Kokkinakis and Nick Kyrgios, and their enthusiastic fans divided the tennis community.Laura Murphy-Oates speaks to deputy sports editor Emma Kemp about what it was like to be in the stadium watching history be made",2022-02-02,"Presented by Laura Murphy-Oates and reported by Emma Kemp. Produced by  Jake Morcom Laura Brierley Newton and Ellen Leabeater. Sound design and mix by Camilla Hannan. Executive producers  Laura Murphy-Oates, Miles Martignoni and Gabrielle Jackson"
What happens if Russia invades Ukraine?,https://www.theguardian.com/australia-news/audio/2022/feb/01/what-happens-if-russia-invades-ukraine,"Representatives from Russia, Ukraine, France and Germany met in Paris last Wednesday with the goal of de-escalating the crisis in Ukraine. Russia has now amassed more than 100,000 troops along its border with Ukraine, ramping up tensions in a conflict that has dragged on since 2014.Russia’s key demand is that Ukraine and other countries be blocked from joining Nato – a concession the alliance has firmly ruled out. At the same time, Russian officials continue to insist the troop buildup is just part of military exercises, even as their rhetoric grows more belligerent.The Guardian’s Moscow correspondent, Andrew Roth, walks Michael Safi through some of the possible outcomes should the Russian military invade Ukraine, and explains what kinds of diplomatic off-ramps might be available to tamp down the crisis.",2022-02-01,"Presented by Michael Safi with Andrew Roth; produced by Sami Kent, Alex Atack, and Rudi Zygadlo; executive producers Mythili Rao and Phil Maynard; additional production by Jake Morcom."
The plan to keep schools open during the Omicron wave,https://www.theguardian.com/australia-news/audio/2022/jan/31/the-plan-to-keep-schools-open-during-the-omicron-wave,"With more than 2 million kids across NSW and Victoria returning to in-person education this week, and Covid cases still in the thousands, experts have warned that Covid is likely to circulate in schools for at least the next 12 months. But state and federal leaders are determined to keep schools open.Laura Murphy-Oates speaks to reporter Calla Wahlquist about the plan to keep NSW and Victorian schools open over the coming year",2022-01-31,"Presented by Laura Murphy-Oates, reporting by Calla Wahlquist. Produced by Jake Morcom, Karishma Luthria and Joe Koning who also did the sound design and mixing. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
Book It In: Emily Bitto on gender and the hero’s quest,https://www.theguardian.com/australia-news/audio/2022/jan/29/book-it-in-emily-bitto-on-gender-and-the-heros-quest,"In a road trip prompted by an Australian man’s imagination of America, Emily Bitto explores the literary trope of the masculine hero’s quest – through her novel Wild Abandon",2022-01-29,"Interview by Zoya Patel with Emily Bitto. Produced by Allison Chan, Daniel Semo and Jane Lee. Executive producers Gabrielle Jackson and Miles Martignoni"
How the Morrison government failed to plan for RATs,https://www.theguardian.com/australia-news/audio/2022/jan/28/how-the-morrison-government-failed-to-plan-for-rats,"You may have struggled to find a rapid antigen test over summer – but what’s behind the empty shelves, and could the Morrison government have done more to anticipate demand? Anne Davies speaks to Jane Lee",2022-01-28,"Presented by Jane Lee and reported by Anne Davies. Produced by Ellen Leabeater, Jake Morcom, Karishma Luthria and Jane Lee. Sound design and mix Camilla Hannan. Executive Producers Laura Murphy-Oates and Miles Martignoni"
Rapper Nipsey Hussle and the problem of predictive policing,https://www.theguardian.com/australia-news/audio/2022/jan/27/rapper-nipsey-hussle-and-the-problem-of-predictive-policing,"He was one of LA’s most-loved rappers, and a pillar of his community. But records disclosed after his death revealed that he was also the target of an extensive Los Angeles policing operation",2022-01-27,Presented by Michael Safi with Sam Levin and Johana Bhuiyan; produced by Joshua Kelly  and Axel Kacoutié; executive producers Mythili Rao and Phil Maynard; Additional production by Ellen Leabeater and Jake Morcom
Invasion Day: how to ‘pay the rent’,https://www.theguardian.com/australia-news/audio/2022/jan/26/invasion-day-how-to-pay-the-rent,"Many Aboriginal activists say that 26 January is not a day to celebrate, but instead a day to start ‘paying the rent’ – by supporting and donating to the needs of First Nations people.Laura Murphy-Oates speaks to Greens senator Lidia Thorpe and First Nations author Veronica Gorrie about the history of this movement, and how to ‘pay the rent’ this invasion day",2022-01-26,"Produced by Karishma Luthria, Laura Brierley Newton and Joe Koning, who also did the sound design; the executive producers are Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
The week Tonga went silent,https://www.theguardian.com/australia-news/audio/2022/jan/25/the-week-tonga-went-silent,"On January 15, the Hunga Tonga-Hunga Ha’apai undersea volcano erupted in a blast 600 times more powerful than the bomb dropped on Hiroshima, cutting Tonga off from the world. Journalist Marian Kupu speaks to Pacific Editor Kate Lyons about what it was like on the ground",2022-01-25,"Presented by Laura Murphy-Oates. Reported by Marian Kupu and Kate Lyons. Produced by Joe Koning, Ellen Leabeater   and Laura Brierley Newton. Executive Producers Miles Martignoni  and Laura Murphy-Oates."
A paramedic and an ICU nurse from the frontline of the Omicron surge,https://www.theguardian.com/australia-news/audio/2022/jan/24/a-paramedic-and-an-icu-nurse-from-the-frontline-of-the-omicron-surge,"All summer we’ve seen the highly contagious Omicron variant rip through most of Australia, as a record number of people continue to get sick and die from the virus.Laura Murphy-Oates speaks to a paramedic and a senior ICU nurse, who say the health system is being pushed to the limit",2022-01-24,"Presented by Laura Murphy-Oates, produced by Jane Lee, Karishma Luthria, Jake Morcom and  Ellen Leabeater, sound design and mix by Camilla Hannan, Executive ProducersGabrielle Jackson , Miles Martignoni and Laura Murphy-Oates"
Book It In: Marion Frith on hope in the aftermath of war,https://www.theguardian.com/australia-news/audio/2022/jan/22/book-it-in-marion-frith-on-hope-in-the-aftermath-of-war,Paul Daley talks to Marion Frith about how she wrote a novel about life after loss and human resilience in the midst of trauma – by telling the story through an unlikely friendship between two fictional characters,2022-01-22,"Interview by Paul Daley with Marion Frith. Produced by Allison Chan, Jane Lee and Daniel Semo. Executive producers Gabrielle Jackson and Miles Martignoni"
How Omicron’s spread continues to strain our supply chains,https://www.theguardian.com/australia-news/audio/2022/jan/21/how-omicrons-spread-continues-to-strain-our-supply-chains,"Millions of Australians are heading to the supermarket and facing empty shelves, but it’s not due to a lack of supply.Senior business reporter Ben Butler speaks to Laura Murphy-Oates about how the Omicron outbreak, and a shift in Australia’s covid-19 strategy, has resulted in a supply chain crisis",2022-01-21,"Presented by Laura Murphy-Oates and reported by Ben Butler. Produced by Jake Morcom, Miles Herbert, and Joe Koning who also did the sound design. Executive producers Miles Martignoni, and Laura Murphy-Oates"
