title,link,description,published,contributors
Is buying a home in Australia only for the wealthy?,https://www.theguardian.com/australia-news/audio/2021/may/06/is-buying-a-home-in-australia-only-for-the-wealthy,"Across the country house prices are soaring, breaking records and leaving many first home buyers completely exasperated. With prices set to rise even further, there’s concern that large sections of the population may be priced out of home ownership. Martin Farrer explains what is driving the housing boom, and what it could mean for home ownership in Australia",2021-05-06,"Reported by Martin Farrer, and presented by Laura Murphy-Oates; produced by Hannah Izzard, Karishma Luthria, Miles Herbert and Joe Koning; the executive producers are Miles Martignoniand Gabrielle Jackson"
"Shock, fear and isolation as Australia criminalises those returning from India",https://www.theguardian.com/australia-news/audio/2021/may/05/shock-fear-and-isolation-as-australia-criminalises-those-returning-from-india,"With India’s Covid-19 case numbers rising, the Morrison government has announced tough fines or jail time for Australians returning home from India – a move that has provoked widespread backlash. Karishma Luthria speaks to people stranded in India, including Australian Subra Somayajula, about the unfolding crisis on the ground in India, and the impact of this policy",2021-05-05,Reported by Karishma Luthria and presented by Laura Murphy-Oates; produced by Miles Herbert and Joe Koning; the executive producers are Miles Martignoni and Gabrielle Jackson.
The Seaspiracy controversy: should we stop eating fish?,https://www.theguardian.com/australia-news/audio/2021/may/04/the-seaspiracy-controversy-should-we-stop-eating-fish,"The Netflix documentary on the impact of commercial fishing has received celebrity endorsements and a huge audience around the world, but it has also attracted criticism from experts who accuse it of making misleading claims",2021-05-04,Presented by Anushka Asthana with George Monbiot and Bryce Stewart. Produced by Alex Atack and Axel Kacoutié; execed by Lucy Greenwell. Executive producers Nicole Jackson and Phil Maynard. Introduced by Laura Murphy-Oates
"Ramadan: fasting, food, prayer and … television?",https://www.theguardian.com/australia-news/audio/2021/may/03/ramadan-fasting-food-prayer-and-television,"For many Muslims around the world, Ramadan is a month of fasting and prayer, but also primetime television – with a growing industry across the Middle East releasing hit shows viewed by millions of people. Guardian reporter Mostafa Rachwani explores the rise of Ramadan shows and what they mean for diaspora communities",2021-05-03,Presented by Laura Murphy-Oates and reported by Mostafa Rachwani. Produced by Ellen Leabeater and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson
Assessing Australia’s response to India’s Covid crisis – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2021/apr/30/assessing-australias-response-to-indias-covid-crisis-with-lenore-taylor,"As Covid deaths soared in India, Scott Morrison offered an aid package to help the country’s health system cope with demand and suspended all direct flights to Australia. Gabrielle Jackson talks to Lenore Taylor and David Munk about the moral implications of Australia’s response and what needs to happen to bring citizens home",2021-04-30,Presented by Gabrielle Jackson with Lenore Taylor and David Munk. Produced by Ryan Pemberton. Executive producer Miles Martignoni
The ongoing harm caused by LGBTQ conversion practices in Australia,https://www.theguardian.com/australia-news/audio/2021/apr/29/the-ongoing-harm-caused-by-lgbtq-conversion-practices-in-australia,"In the past year, three Australian states and territories have outlawed some forms of gay conversion ‘therapy’ – now referred to as LGBTQ conversion practices. But these damaging and harmful practices are still legal in many parts of the country.Laura Murphy-Oates speaks to survivor Nashy and journalist Gary Nunn about the long-lasting harm they can inflict, and the campaign to outlaw them nationwide",2021-04-29,Reported by Gary Nunnand presented by Laura Murphy-Oates; produced by Jon Tjhia and Joe Koning; the executive producers are Miles Martignoniand Gabrielle Jackson
India’s Covid disaster: a crisis for the world,https://www.theguardian.com/australia-news/audio/2021/apr/28/indias-covid-disaster-a-crisis-for-the-world,"A catastrophe is unfolding in India as hospitals run out of oxygen, the Guardian’s south Asia correspondent, Hannah Ellis-Petersen, reports from Delhi. And the country – the world’s foremost vaccine producer – is now constrained in how much it can export while it deals with the disaster",2021-04-28,Presented by Anushka Asthana and reported by Hannah Ellis-Petersen. Produced by Ned Carter Miles and Iain Chambers. Executive producers: Phil Maynard and Nicole Jackson
Will growing global pressure on climate change force Australia to step up?,https://www.theguardian.com/australia-news/audio/2021/apr/27/will-growing-global-pressure-on-climate-change-force-australia-to-step-up,"US president Joe Biden held a virtual summit last week and invited dozens of countries to speak on climate change. Japan, Canada and the US were among several nations that increased their emission reduction targets for this decade, but Australia did not. Environment editor Adam Morton examines how the mounting global pressure will affect Australia’s climate policy",2021-04-27,"Presented by Laura Murphy-Oates and reported by Adam Morton. Produced by Miles Herbert, Joe Koning and Ellen Leabeater. The executive producers are Miles Martignoni  and Gabrielle Jackson"
George Floyd: will Derek Chauvin’s guilty verdict change US policing?,https://www.theguardian.com/australia-news/audio/2021/apr/26/george-floyd-will-derek-chauvins-guilty-verdict-change-us-policing,"Oliver Laughland, the Guardian’s US southern bureau chief, covered the trial of former police officer Derek Chauvin, who was found guilty of the murder of George Floyd. It was a landmark moment in US criminal justice history. Oliver looks at what the verdict means for America",2021-04-26,"Presented by Anushka Asthana, with Oliver Laughland, produced by Elizabeth Cassinand Axel Kacoutié; executive producers Nicole Jacksonand Phil Maynard"
What’s causing Australia’s mental health crisis? – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2021/apr/23/whats-causing-australias-mental-health-crisis-with-lenore-taylor,"In the wake of the pandemic, mental ill health is on the rise, putting more pressure on what some say is an already broken system. Editor-in-chief Lenore Taylor and associate editor Lucy Clark speak to Gabrielle Jackson about what’s causing Australia’s mental health crisis, and how to fix it",2021-04-23,"Presented by Gabrielle Jackson with Lenore Taylor and Lucy Clark. Produced by Ellen Leabeater,  Ryan Pemberton and Laura Murphy-Oates. Executive producer Miles Martignoni"
