title,link,description,published,contributors
"Trump brings Russia in from the cold, but at what cost to Ukraine?",https://www.theguardian.com/australia-news/audio/2025/feb/24/trump-brings-russia-in-from-the-cold-but-at-what-cost-to-ukraine-full-story-podcast,Jonathan Freedland speaks to veteran US diplomat Kurt Volker and the Guardian’s US live news editor Chris Michael about Trump’s efforts to bring Putin back into the fold  You can support the Guardian at theguardian.com/fullstorysupport,2025-02-24,Presented by Jonathan Freedland with Kurt Volker and Chris Michael. Produced by Hattie Moir; the executive producer is Zoe Hitch
Introducing Back to Back Barries – a new politics podcast from Guardian Australia,https://www.theguardian.com/australia-news/audio/2025/feb/22/introducing-back-to-back-barries-a-new-politics-podcast-from-guardian-australia,"The election is right around the corner and politicians are hitting the campaign trail – but what are they really up to?Guardian Australia’s new podcast Back to Back Barries will examine the strategies behind the campaigns in the 2025 federal election with co-hosts Barrie Cassidy and Tony Barry.Barrie Cassidy has covered 14 federal elections as a political journalist, and two from the inside as a senior press secretary to then prime minister Bob Hawke. He is also the former host of ABC TV’s political discussion program Insiders.Tony Barry is a former Liberal party strategist who has worked for Christopher Pyne and Malcolm Turnbull. He now runs political research company RedBridge Group and is also a regular media commentator.Back to Back Barries will be with you every Saturday as the election fast approaches. This week they discuss whether a minority government will be good or bad for the country.",2025-02-22,Presented by Barrie Cassidy with Tony Barry. Produced by Laura Corrigan and Camilla Hannan. Sound design and mix by Cinnamon Nippard. Theme by Joe Koning. The executive producer is Hannah Parkes
Newsroom edition: covering acts of hate in polarised times,https://www.theguardian.com/australia-news/audio/2025/feb/21/newsroom-edition-covering-acts-of-hate-in-polarised-times-full-story-podcast,"Antisemitic and Islamophobic attacks are on the rise. For months the Coalition has accused the Albanese government of making the country less safe for Jewish people. The Australian Federation of Islamic Councils has written to Anthony Albanese, calling for urgent action to tackle Islamophobia. Pre-existing dividing lines are being inflamed by our politicians, and by the media, leaving the country further polarised.Bridie Jabour talks with editor-in-chief Lenore Taylor and head of newsroom Mike Ticher about how to report on the rise in acts of hate without further inflaming tensions",2025-02-21,Presented by Bridie Jabour with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Camilla Hannan. Video production by Bertin Huynh
Dancing with the teals: are we heading to a minority government?,https://www.theguardian.com/australia-news/audio/2025/feb/20/dancing-with-the-teals-are-we-heading-to-a-minority-government-full-story-podcast,"Predictions of an election announcement by Anthony Albanese are reaching fever pitch after the RBA announced a cut in interest rates. Many had forecast this would prompt him to name a date but the decision is not a guaranteed win for Labor, with recent polls pointing to a minority government for both parties.Political reporter Dan Jervis-Bardy speaks to Nour Haydar about how the prime minister and Peter Dutton are both eyeing the crossbench",2025-02-20,Presented by Nour Haydar with Dan Jervis-Bardy; produced by Allison Chan and Miles Herbert; sound design and mix by Camilla Hannan. The executive producer of Full Story is Hannah Parkes
Are political donations the dark shadow of our democracy?,https://www.theguardian.com/australia-news/audio/2025/feb/19/who-pays-for-our-politics-and-what-do-they-want-full-story-podcast,"Laws on political donations, often seen as the murky underbelly of politics, are getting a rewrite. Labor – with the help of the Coalition – has brought in new legislation but some of the changes have infuriated the crossbench.Reged Ahmad speaks to former judge and now chair of the Centre for Public Integrity Anthony Whealy on what we know about those who donate to political campaigns and whether the new laws could lock out independents",2025-02-19,"Presented by Reged Ahmad, produced by Karishma Luthria, sound design and mix by Cinnamon Nippard and Camilla Hannan. The executive producer is Hannah Parkes"
Lorena Allam on why we still haven’t closed the gap,https://www.theguardian.com/australia-news/audio/2025/feb/18/lorena-allam-on-why-we-still-havent-closed-the-gap-full-story-podcast,"Since the failure of the voice referendum, the government has been very quiet when it comes to Indigenous affairs. But the prime minister has given an update on what he plans to do next to close the gap on outcomes between Indigenous and non-Indigenous Australians.As she farewells Guardian Australia, Indigenous affairs editor Lorena Allam talks to Reged Ahmad about why there’s a leadership vacuum when it comes to First Nations policy",2025-02-18,Presented by Reged Ahmad with Lorena Allam. Produced by Laura Corrigan and Miles Herbert. Sound design and mixing by Cinnamon Nippard. The executive producer of Full Story is Hannah Parkes
Greg Jericho on why it’s time for a rate cut,https://www.theguardian.com/australia-news/grogonomics/audio/2025/feb/17/greg-jericho-on-why-its-time-for-a-rate-cut-full-story-podcast,On Tuesday the governor of the Reserve Bank of Australia will announce the board’s first – and highly anticipated – decision on interest rates for the year. Chief economist at the Australia Institute and Guardian columnist Greg Jericho tells Nour Haydar why he thinks a failure to cut rates would be misguided  You can support the Guardian at theguardian.com/fullstorysupport,2025-02-17,Presented by Nour Haydar with Greg Jericho. Produced by Allison Chan and Karishma Luthria. Sound design and mix by Cinnamon Nippard. The executive producer of Full Story is Hannah Parkes
Antoinette Lattouf v the ABC,https://www.theguardian.com/australia-news/audio/2025/feb/15/antoinette-lattouf-v-the-abc-full-story-podcast,"Journalist Antoinette Lattouf’s unlawful termination claim against the ABC has been heard in the federal court over the past two weeks. The lawsuit has brought former chair Ita Buttrose and the outgoing managing director, David Anderson, into public view – to give testimony about what happened in the lead-up to Lattouf being pulled off air after she posted on social media about the Israel-Gaza war. Guardian Australia’s media correspondent, Amanda Meade, and reporter Kate Lyons speak to Reged Ahmad about the key moments of the dramatic case  You can support the Guardian at theguardian.com/fullstorysupport",2025-02-15,"Presented by Reged Ahmad with Amanda Meade and Kate Lyons. Produced by Miles Herbert, Allison Chan and Laura Corrigan. Sound design and mix by Camilla Hannan. The executive producer of Full Story is Hannah Parkes"
Newsroom edition: how the hell do you deal with Trump?,https://www.theguardian.com/australia-news/audio/2025/feb/13/newsroom-edition-how-the-hell-do-you-deal-with-trump-full-story-podcast,"This week Anthony Albanese faced his first Trump test. The prime minister tried to carve out an exception for Australia from Donald Trump’s promised 25% tariffs on foreign steel and aluminum. And while the US president is giving the request ‘great consideration’, it won’t be the last time the Albanese government will be subjected to the whims of what has already been a chaotic and volatile presidency. Bridie Jabour talks with the editor-in-chief, Lenore Taylor, and deputy editor Patrick Keneally about how Albanese is dealing with Trump",2025-02-13,Presented by Bridie Jabour with Lenore Taylor and Patrick Keneally. Produced by Miles Herbert and Camilla Hannan. Video production by Bertin Huynh
Sam Kerr found not guilty,https://www.theguardian.com/australia-news/audio/2025/feb/12/sam-kerr-found-not-guilty-full-story-podcast,Matildas captain and Chelsea skipper Sam Kerr’s trial for racially aggravated harassment has ended with a not guilty verdict. Sport reporter Jack Snape tells Nour Haydar what lies ahead for the football superstar now  You can support the Guardian at theguardian.com/fullstorysupport,2025-02-12,Presented by Nour Haydar with Jack Snape. Produced by Karishma Luthria and Camilla Hannan who also did the sound design and mix. The executive producer of Full Story is Hannah Parkes
