title,link,description,published,contributors
Matildas v France 101,https://www.theguardian.com/australia-news/audio/2023/aug/12/womens-world-cup-2023-matildas-vs-france-full-story-podcast,"Australia’s quarter-final match against France is shaping up to be the ‘biggest night of sport since Sydney 2000’, according to Channel Seven, which has been forced to adjust its scheduling plans.Ahead of the match, which will be held at Suncorp Stadium in Brisbane on Saturday night, assistant sport editor Jo Khan analyses the teams, players and strategies that will be showcased. Can the Matildas make it to the semi-finals?",2023-08-12,Presented by Jane Lee with Jo Khan. Produced by Daniel Semo. The Executive producer is Miles Martignoni
Newsroom edition: nuclear power and Peter Dutton’s politics of diversion,https://www.theguardian.com/australia-news/audio/2023/aug/11/newsroom-edition-nuclear-power-and-peter-duttons-politics-of-diversion-full-story-podcast,"Peter Dutton is ramping up his calls for nuclear power in Australia. Despite the Coalition not taking up the nuclear option while they were in power, the opposition leader is now saying nuclear energy is a safe, cheap and consistent power source, which will help Australia transition from fossil fuels towards a zero emissions economy. But his claims are not backed up by the facts.Gabrielle Jackson speaks to editor-in-chief, Lenore Taylor, and head of news, Mike Ticher, about why nuclear power is not the answer to our energy transition",2023-08-11,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher . Produced by Miles Herbert and James Milsom . Executive producer is Gabrielle Jackson
The Australian activists risking jail to raise the alarm on the climate crisis,https://www.theguardian.com/australia-news/audio/2023/aug/10/why-activists-are-risking-jail-to-fight-for-greater-action-on-climate-change-full-story-podcast,"Higher fines and longer jail terms have been introduced around Australia to deter disruptive climate protesters. But climate and environment editor Adam Morton tells Jane Lee that a small number are becoming increasingly desperate to draw attention to the climate crisis, and won’t be deterred  How to listen to podcasts: everything you need to know",2023-08-10,"Presented by Jane Lee with Adam Morton. Produced by Karishma Luthria, Miles Herbert and Jane Lee. Sound design and mixing by James Milsom. Executive Producer Hannah Parkes"
Leaks and a ‘lapse of judgment’ in the Sofronoff scandal,https://www.theguardian.com/australia-news/audio/2023/aug/09/leaks-and-a-lapse-of-judgment-in-the-sofronoff-scandal-full-story-podcast,"Last year, the then ACT director of public prosecutions, Shane Drumgold, called for an inquiry into Bruce Lehrmann’s criminal trial, which was abandoned due to juror misconduct. Now Drumgold has resigned amid allegations of his own serious misconduct, and the head of the inquiry, Walter Sofronoff, is facing possible legal action over his early release of the findings.Reporter Christopher Knaus speaks to Jane Lee about the controversy surrounding the Sofronoff report and its findings",2023-08-09,Presented by Jane Lee with Christopher Knaus. Produced by Allison Chan and Phoebe McIlwraith. Sound design by James Milsom. Executive producer Hannah Parkes
"The voice AMA: Yolngu youth and MPs, Liberal and Labor, on the voice",https://www.theguardian.com/australia-news/audio/2023/aug/08/the-voice-ama-yolngu-youth-and-mps-liberal-and-labor-on-the-voice-full-story-podcast,"This special episode of The voice ask me anything takes us to Garma festival on Gumatj country in north-east Arnhem land, Australia’s largest Indigenous gathering and celebration of Yolngu djambatj (excellence).Laura Murphy-Oates speaks to Labor and Liberal politicians campaigning yes to answer your questions about the Indigenous voice to parliament. Also, a Yolngu 10-year-old on her question for prime minister Anthony Albanese and what she wants a voice to do for Aboriginal and Torres Strait Islander youth",2023-08-08,Presented by Laura Murphy-Oates. Produced by Camilla Hannan and Phoebe McIlwraith. The executive producer is Miles Martignoni
Why are more people under 50 being diagnosed with cancer?,https://www.theguardian.com/australia-news/audio/2023/aug/07/full-story-podcast-young-people-cancer-diagnosis-australia,Scientists are worried about the rising amounts of people under 50 being diagnosed with cancer.Deputy news editor Josephine Tovey shares her story of dealing with bowel cancer in her mid-30s. And science writer Donna Lu explains what’s behind the worrying rise in cancer rates,2023-08-07,Presented by Gabrielle Jackson with Josephine Tovey and Donna Lu. Produced by Karishma Luthria and Miles Herbert. Sound design and mixing by James Milsom. Executive producers Hannah Parkes and Miles Martignoni
Everything you need to know ahead of Matildas vs Denmark - Full Story podcast,https://www.theguardian.com/australia-news/audio/2023/aug/05/womens-world-cup-2023-australia-vs-denmark-full-story-podcast,"Australia has been struck by Matildas fever the past few weeks during the 2023 FIFA Women’s World Cup, with all eyes on the scoreboard as we move to the first knockout round in the tournament against Denmark.Football novice Jane Lee speaks to freelance writer Kieran Pender, to get the facts heading into Monday’s big game. Pender offers insight into the concerns of a nation - Kerr’s calf, where the Matildas are in the competition and what this tournament means for Australian sport",2023-08-05,"Presented by Jane Lee with Kieran Pender. Produced by Allison Chan, Phoebe McIlwraith with sound design by Daniel Semo. Executive producer is Miles Martignoni"
Newsroom edition: Will Albanese fight to win his biggest political gamble?,https://www.theguardian.com/australia-news/audio/2023/aug/03/newsroom-edition-will-albanese-fight-to-win-his-biggest-political-gamble-full-story-podcast,"Anthony Albanese and the Labor government came into power hoping to reset the tone of politics. Despite early success and broad support, they are now facing turbulence on multiple fronts. Their climate legislation has faced sharp criticism, their housing bill is locked in parliament, and a year after they first announced their ambition to unify Australia and enshrine a First Nations voice to parliament, things have not gone according to plan.Gabrielle Jackson speaks to editor-in-chief Lenore Taylor and head of news Mike Ticher about how Labor is responding to the voice campaign and how it might define Australian politics in the future",2023-08-03,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Daniel Semo. Executive producer is Gabrielle Jackson.
The teenager and senator trying to change climate laws,https://www.theguardian.com/australia-news/audio/2023/aug/02/senator-pococks-stand-on-climate-for-future-generations-full-story-podcast,"This week, when independent senator David Pocock stood up at Parliament House and called on the Australian government to consider the impact of climate change on young people, he did so alongside teenager Anjali Sharma.Laura Murphy-Oates speaks to the 19-year-old climate advocate about why politicians need to consider the health and wellbeing of future generations when making decisions",2023-08-02,"Presented by Laura Murphy-Oates. Produced by James Milsom  , who also did the mixing and sound design. Executive producer Hannah Parkes"
Why is Hollywood on strike – and why is Succession’s Brian Cox joining them?,https://www.theguardian.com/australia-news/audio/2023/aug/01/full-story-podcast-hollywood-actors-writers-strikes-sag-aftra-succession-brian-cox,"Production on Hollywood films and hit TV shows has ground to a halt because of the Sag-Aftra strike. Apart from the stars on the picket line, how is this strike different from other labour disputes?Michael Safi speaks to Lois Beckett, a senior reporter with Guardian US, and Brian Cox, who played media boss Logan Roy in the TV series Succession, on why writers and actors can no longer make a living",2023-08-01,Presented by Michael Safi  with  Lois Beckett and Brian Cox. Produced by  Courtney Yusuf and  Eli Block. Executive producer  Homa Khaleeli
