title,link,description,published,contributors
474 deaths in 30 years: why are Aboriginal people still dying in custody?,https://www.theguardian.com/australia-news/audio/2021/apr/09/474-deaths-in-30-years-why-are-aboriginal-people-still-dying-in-custody,"With the release of the third update of the Deaths Inside database, Gabrielle Jackson talks to Lorena Allam and Mike Ticher about what needs to change so we are not having the same conversation in 30 years’ time",2021-04-09,Presented by Gabrielle Jackson with Mike Ticher and Lorena Allam. Produced by Ryan Pemberton. Executive producer is Miles Martignoni
What do we know about blood clots and the AstraZeneca Covid vaccine?,https://www.theguardian.com/australia-news/audio/2021/apr/08/what-do-we-know-about-blood-clots-and-the-astrazeneca-covid-vaccine,"The rollout of the Oxford-AstraZeneca Covid vaccine hasn’t been straightforward. After weathering early questions about its efficacy, there has been a series of rare blood clotting incidents, resulting in several deaths overseas. As authorities investigate whether the vaccine is responsible, some countries have paused their programs while others, such as the UK and Australia, are forging ahead. Medical editor Melissa Davey explores what we know about the risks and benefits",2021-04-08,"Reported by Melissa Davey and presented by  Laura Murphy-Oates. Produced by Jon Tjhia, Ellen Leabeater  and Ryan Pemberton. Executive producers Miles Martignoni and Gabrielle Jackson"
Where is the money meant for Indigenous communities really going?,https://www.theguardian.com/australia-news/audio/2021/apr/07/where-is-the-money-meant-for-indigenous-communities-really-going,"Since 2014, at least $90m of government funding for Indigenous communities has been given to 10 of Australia’s biggest companies under the Indigenous Advancement Strategy. This money is meant to tackle the enormous gap in employment and wealth between Indigenous people and the rest of the population.Indigenous affairs editor Lorena Allam explores whether these funds are going to the right place",2021-04-07,Presented by Laura Murphy-Oates and reported by Lorena Allam. Produced by Miles Herbert  and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson
Can a pain machine create empathy?,https://www.theguardian.com/australia-news/audio/2021/apr/06/can-a-pain-machine-create-empathy,"Stabbing, a cattle prod, pulsing – this is how sufferers of chronic pelvic pain describe what it’s like. Conditions that can cause this pain, such as endometriosis, fibromyalgia and adenomyosis, have historically been ignored. But if everyone could experience this pain, would that change? Full Story producer Ellen Leabeater speaks to artist Eugenie Lee about her mission to create a pelvic pain simulator, and the importance of empathy for chronic pain sufferers.",2021-04-06,"Presented by Laura Murphy-Oates and reported by Ellen Leabeater. Produced by Miles Herbert,  Joe Koning, Ryan Pemberton and Jon Tjhia. Executive producersGabrielle Jackson and Miles Martignoni"
Freshwater part 6: the decision,https://www.theguardian.com/australia-news/audio/2021/apr/03/freshwater-part-6-the-decision,"The court of appeal in London hears the appeal of the Freshwater Five. In the final part of our miniseries, we find out how the judges reach their decision and what it means  Listen to part 1 Listen to part 2 Listen to part 3 Listen to part 4 Listen to part 5",2021-04-03,Presented by Anushka Asthana; produced by Joshua Kelly and Axel Kacoutié; executive producers Phil Maynard and Nicole Jackson
Freshwater part 5: the appeal,https://www.theguardian.com/australia-news/audio/2021/apr/03/freshwater-part-5-the-appeal,The court of appeal in London examines the case of the Freshwater Five after the disclosure of new evidence the defence says points to the men’s conviction being unsafe. Why has it taken a decade to get to this point?  Listen to episode 1 Listen to episode 2 Listen to episode 3 Listen to episode 4,2021-04-03,"Presented by Anushka Asthana; produced by Joshua Kelly, Alex Atack and Axel Kacoutié; executive producers Phil Maynard and Nicole Jackson"
Freshwater part 4: radar,https://www.theguardian.com/australia-news/audio/2021/apr/03/freshwater-part-4-radar,"When the Freshwater Five’s lawyer, Emily Bolton, found new evidence not disclosed at the men’s trial, it set her on a path to the court of appeal in London and another version of events that adds weight to their claims  Listen to part 1 Listen to part 2 Listen to part 3 Listen to part 5 Listen to part 6",2021-04-03,Presented by Anushka Asthana; produced by Joshua Kelly and Axel Kacoutié; executive producers Nicole Jackson and Phil Maynard
Freshwater part 3: the clifftop evidence,https://www.theguardian.com/australia-news/audio/2021/apr/03/freshwater-part-3-the-clifftop-evidence,A major part of the evidence against the Freshwater Five came from the clifftop above Freshwater Bay. It was there that police saw bags being thrown from the men’s boat. But the defence still have questions about what the officers actually saw   Listen to part 1 Listen to part 2 Listen to part 4 Listen to part 5 Listen to part 6,2021-04-03,"Presented by Anushka Asthana; produced by Joshua Kelly, Axel Kacoutié and Alex Atack; executive producers Phil Maynard and Nicole Jackson"
Freshwater part 2: the circumstantial evidence,https://www.theguardian.com/australia-news/audio/2021/apr/03/freshwater-part-2-the-circumstantial-evidence,"Anushka Asthana examines the evidence presented at trial against the Freshwater Five, including a series of phone calls from sea and why a man with no prior fishing experience was onboard the boat that night  Listen to part 1 Listen to part 3 Listen to part 4 Listen to part 5 Listen to part 6",2021-04-03,"Presented by Anushka Asthana; produced by Joshua Kelly, Axel Kacoutié and Alex Atack; executive producers Phil Maynardand Nicole Jackson"
Freshwater part 1: are the wrong men in jail?,https://www.theguardian.com/australia-news/audio/2021/apr/03/freshwater-part-1-are-the-wrong-men-in-jail,"In 2011 five men were sentenced to a total of 104 years in the UK for conspiracy to import £53m (A$96m) worth of cocaine. They have always said they are innocent. Now, with new evidence to be put before the England and Wales court of appeal in London, the Guardian investigates the case of the Freshwater Five  Listen to part 2 Listen to part 3 Listen to part 4 Listen to part 5 Listen to part 6",2021-04-03,Presented by Anushka Asthana; produced by Joshua Kelly  and  Axel Kacoutié; executive producers Phil Maynard and Nicole Jackson
