title,link,description,published,contributors
Kmart faces legal action in Australia over potential forced labour links,https://www.theguardian.com/australia-news/audio/2025/aug/26/kmart-faces-legal-action-australia-potential-forced-labour-links-full-story-podcast,Earlier this month an Australian-based Uyghur group launched legal action against Kmart in the federal court. The case has put the retailer’s supply chain under scrutiny for potential links to forced labour in China’s Xinjiang province.Nour Haydar speaks with senior reporter Ben Doherty about the legal action against Kmart and the warnings that Australia could become a dumping ground for products linked to forced labour,2025-08-26,Presented by Nour Haydar with Ben Doherty. Produced by Allison Chan and Shadi Khan Saif. The executive producer of this episode was Miles Herbert.
Why the Australian gun lobby says it’s ‘winning’,https://www.theguardian.com/australia-news/audio/2025/aug/25/why-the-australian-gun-lobby-says-its-winning-full-story-podcast,"Australia’s gun laws are often called the gold standard for community safety, but almost 30 years on from the Port Arthur massacre that led to decisive reforms, there are more legal firearms in the country than ever before. Nour Haydar speaks with senior correspondent Sarah Martin and investigations reporter Ariel Bogle about why the number of guns in Australia is on the rise, the escalating threat of 3D-printed weaponry and why the gun lobby claims it’s ‘winning’ the fight against firearm control",2025-08-25,"Presented by Nour Haydar with Sarah Martin and Ariel Bogle. Produced by Allison Chan and Karishma Luthria, who also did the sound design. The executive producer is Joe Koning"
Back to Back Barries: roundtable reforms and diplomatic rows,https://www.theguardian.com/australia-news/audio/2025/aug/23/back-to-back-barries-roundtable-reforms-and-diplomatic-rows,"Barrie Cassidy, Tony Barry, and George Megalogenis discuss how productive the economic roundtable in Canberra was this week, and which ideas the government will act on first.They also discuss how the prime minister, Anthony Albanese, has handled Benjamin Netanyahu’s continued attacks on his leadership",2025-08-23,"Presented by Tony Barry , George Megalogenis and Barrie Cassidy. Produced by Camilla Hannan and Miles Herbert."
Newsroom edition: Netanyahu attacks the Albanese government,https://www.theguardian.com/australia-news/audio/2025/aug/21/newsroom-edition-netanyahu-attacks-the-albanese-government-full-story-podcast,"The Israeli prime minister, Benjamin Netanyahu, has launched a diplomatic attack against his Australian counterpart – calling Anthony Albanese ‘a weak leader’ who betrayed Australian Jews. The row kicked off when Australia pledged to recognise a Palestinian state alongside international allies in response to the deaths of tens of thousands of Palestinian civilians. At the time, Albanese claimed Netanyahu was ‘in denial’ at the suffering of civilians in Gaza.    Bridie Jabour is joined by the editor, Lenore Taylor, the head of newsroom, Mike Ticher, and deputy editor Patrick Keneally to discuss Australia’s relationship with an increasingly isolated Israel",2025-08-21,"Presented by Bridie Jabour, with Lenore Taylor, Mike Ticher and Patrick Keneally.  Produced by Miles Herbert and Joe Koning with video production by Michael Wade"
Can the government keep kids safe in childcare?,https://www.theguardian.com/australia-news/audio/2025/aug/20/can-the-government-keep-kids-safe-in-childcare-full-story-podcast,Calls for childcare reforms have become louder since revelations surfaced of multiple sexual abuse charges laid against a Victorian worker. Federal and state education ministers are set to meet on Friday in an attempt to restore faith and safety to a service few can live without – but is real change possible?Senior reporter Kate Lyons talks to Reged Ahmad about whether the government’s next moves will give parents and carers the reassurance they desperately need,2025-08-20,Presented by Reged Ahmad with Kate Lyons. Produced by Karishma Luthria. Sound design and mix by Camilla Hannan. The executive producer of this episode was Miles Herbert
Zelenskyy suits up for peace but can Trump deliver?,https://www.theguardian.com/australia-news/audio/2025/aug/19/zelenskyy-suits-up-for-peace-but-can-trump-deliver-full-story-podcast,"Six months on from their explosive meeting in the White House, Volodymyr Zelenksyy once again met with the US president, Donald Trump, in Washington. But this time the Ukrainian president arrived with the support of key European leaders, who dropped everything in the hopes of securing a potential deal to end the war with Russia.Washington DC bureau chief David Smith speaks to Nour Haydar about whether Europe’s united front managed to steer Trump away from the Kremlin, what chance is left of a ceasefire and how Trump welcomed Vladimir Putin back on to the world stage",2025-08-19,Presented by Nour Haydar with David Smith. Produced by Allison Chan and Camilla Hannan. Executive producer was Joe Koning
Labor go looking for an economic legacy,https://www.theguardian.com/australia-news/audio/2025/aug/18/labor-go-looking-for-an-economic-legacy-full-story-podcast,"As Labor’s much-hyped economic summit begins, the prime minister, Anthony Albanese, and the treasurer, Jim Chalmers, say they want to hear big ideas to bring about the reform Australians are hungry for. But does the government’s talk match its political ambition? Reged Ahmad speaks to chief political correspondent Tom McIlroy about how Labor’s economic roundtable will shape the future of Australia",2025-08-18,"Presented by Reged Ahmad with Tom McIlroy. Produced by Karishma Luthria, with sound design and mixing by Joe Koning. Miles Herbert was the executive producer of this episode."
How doomsday prepping went mainstream in Australia,https://www.theguardian.com/australia-news/audio/2025/aug/18/how-doomsday-prepping-went-mainstream-in-australia-full-story-podcast,"It used to be a view held by a secretive few on the fringes of society, but preparing for disaster has now grown in popularity, with many believing having a backup plan just makes good sense.Senior reporter Kate Lyons speaks to Reged Ahmad on whether there is value in preparing for an apocalypse that may never come",2025-08-18,Presented by Reged Ahmad with Kate Lyons; produced by Camilla Hannan who also did the sound design and mix. Executive producer of Full Story is Hannah Parkes
Back to Back Barries: the tricky politics of a treasurer-PM relationship,https://www.theguardian.com/australia-news/audio/2025/aug/16/back-to-back-barries-the-tricky-politics-of-a-treasurer-pm-relationship,"Ahead of next week’s productivity roundtable, Tony Barry and George Megalogenis examine how Jim Chalmers and Anthony Albanese work together and compare the duo to their counterparts of decades past. They also examine the timing of the prime minister’s plan to recognise Palestine and the RBA’s decision to cut interest rates. *Barrie Cassidy is on holidays and will return next week",2025-08-16,Presented by Tony Barry and George Megalogenis; produced by Camilla Hannan; executive producer is Hannah Parkes
Newsroom edition: can Labor jumpstart the economy?,https://www.theguardian.com/australia-news/audio/2025/aug/15/newsroom-edition-can-labor-jumpstart-the-economy-full-story-podcast,"Next week – just over 100 hundred days into its second term – the Albanese government will bring together business leaders, unions and interest groups at an economic roundtable to try and figure out how to best jumpstart the economy. Big ideas such as a four-day work week and limiting negative gearing have been put forward, but the prime minister has been quick to dampen expectations.Bridie Jabour talks with the head of newsroom, Mike Ticher, and Guardian Australia’s economics editor, Patrick Commins, about whether the Albanese government has the ambition for big reform",2025-08-15,Presented by Bridie Jabour with Mike Ticher and Patrick Commins. Produced by Miles Herbert and Joe Koning. Video production by Bertin Huynh
