title,link,description,published,contributors
"‘We forgive, but never forget’: yes campaigner Rachel Perkins responds to Warren Mundine on Uluru statement",https://www.theguardian.com/australia-news/2023/sep/28/we-forgive-but-never-forget-yes-campaigner-rachel-perkins-responds-to-warren-mundine-on-uluru-statement,"The Kalkadoon and Arrernte filmmaker speaks to Full Story podcast after prominent voice opponent labelled statement a ‘symbolic declaration of war’  Voice referendum explainer; latest voice poll results; help us monitor ads and misinformation Get our morning and afternoon news emails, free app or daily news podcast",2023-09-28,Laura Murphy-Oates
What is Daniel Andrews’ legacy?,https://www.theguardian.com/australia-news/audio/2023/sep/26/what-is-daniel-andrews-legacy-full-story-podcast,"Labor’s longest-serving Victorian premier has resigned. ‘When it is time, it is time,’ he said at a snap press conference held on Tuesday.So what now for Dan Andrews?Benita Kolovos, the Victorian correspondent for Guardian Australia, speaks to Jane Lee",2023-09-26,Presented by Jane Lee with Benita Kolovos. Produced by Daniel Semo and Joe Koning who also did sound design and mix. Executive producer Hannah Parkes
Hoot hoot for the powerful owl,https://www.theguardian.com/australia-news/audio/2023/sep/26/hoot-hoot-for-the-powerful-owl-full-story-podcast,"It is Australia’s largest owl and can be found in urban forests in Melbourne, Sydney and Brisbane, where it’s at risk from cars, power lines and common household pesticides. As the Australian bird of the year poll kicks off, Jane Lee goes in search of a powerful owl with nature writer Harry Saddler and Birdlife Australia’s Sean Dooley",2023-09-26,"Presented by Jane Lee with Sean Dooley and Harry Saddler.  Produced, sound design and mixing  byCamilla Hannan. Executive producer  Gabrielle Jackson"
The Murdoch succession,https://www.theguardian.com/australia-news/audio/2023/sep/25/the-murdoch-succession-full-story-podcast,"Last week, Rupert Murdoch announced that he was stepping down as the chairman of Fox and News Corp and that his son Lachlan would be taking the reins.Anne Davies joins Jane Lee to discuss what we can learn from Lachlan Murdoch’s past business dealings and how his political ideology might shape one of the most powerful media companies in the world",2023-09-25,Presented by Jane Lee with Anne Davies. Produced by Karishma Luthria and Allison Chan. The executive producer is Miles Martignoni
Newsroom edition: is the housing crisis finally being taken seriously?,https://www.theguardian.com/australia-news/audio/2023/sep/22/newsroom-edition-is-the-housing-crisis-finally-being-taken-seriously-full-story-podcast,"Australia’s chronic housing crisis has been decades in the making. And as the scale of the shortage continues to grow, the states are stepping up. Victoria and NSW have recently introduced a suite of reforms aimed at tackling supply, while federally, Labor’s landmark housing policy finally passed the Senate. But after years of stagnation, will these new measures make an impact?Gabrielle Jackson speaks to the Guardian Australia editor-in-chief, Lenore Taylor, and head of newsroom, Mike Ticher, about whether small steps can make a big difference in the housing crisis",2023-09-22,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Joe Koning. Executive producer is Gabrielle Jackson
The horrifying allegations against Russell Brand,https://www.theguardian.com/australia-news/audio/2023/sep/21/the-horrifying-allegations-against-russell-brand-full-story-podcast,"The comedian, presenter and actor has been accused of sexual assault, emotional abuse and rape between 2006 and 2013 – allegations Brand denies. Alexandra Topping explains why such stories can be particularly difficult to investigate",2023-09-21,"Presented by Nosheen Iqbal with Alexandra Topping. Produced by Courtney Yusuf, Sami Kent and Rudi Zygadlo. Executive producer Homa Khaleeli. Additional production by Joe Koning"
Preparing for the worst bushfire season since black summer,https://www.theguardian.com/australia-news/audio/2023/sep/20/preparing-for-the-worst-bushfire-season-since-black-summer-full-story-podcast,"As an El Niño weather event is declared in Australia, multiple areas of the country are already experiencing soaring temperatures.And authorities are urging communities to prepare for the most significant bushfire season since the black summer fires.Gabrielle Jackson speaks to deputy rural and regional editor Calla Wahlquist about how to prepare for the worst and how she plans to protect her beloved horses",2023-09-20,Presented by Gabrielle Jackson with Calla Wahlquist. Produced by Allison Chan and Karishma Luthria. Sound design and mixing by Joe Koning. Executive producer Hannah Parkes
The big Australian companies cashing in on healthcare,https://www.theguardian.com/australia-news/audio/2023/sep/19/the-big-australian-companies-cashing-in-on-healthcare-full-story-podcast,"Some of Australia’s largest companies are getting into the business of healthcare, claiming they are making medical appointments and prescriptions easier to access. But not everyone is convinced. Health reporter Natasha May tells Laura Murphy-Oates why some experts are concerned about the rise of ‘McMedicine’  Help make our podcast better by filling out our listener survey: http://theguardian.com/podcastsurveyau",2023-09-19,Presented by Laura Murphy-Oates with Natasha May. Produced by Karishma Luthria. Sound design and mixing by Joe Koning. Executive producer Hannah Parkes
Could your clothes be making you sick?,https://www.theguardian.com/australia-news/audio/2023/sep/18/could-your-clothes-be-making-you-sick-full-story-podcast,"Stain-resistant, wrinkle-proof, hard-wearing – modern clothing can cope with anything. But we know little about the chemicals that go into making it so impressive – or what they could be doing to our health  Help make our podcast better by filling out our listener survey: http://theguardian.com/podcastsurveyau",2023-09-18,Introduced by Gabrielle Jackson. Hosted by Nosheen Iqbal with Alden Wicker. Produced by Eli Block and Holly Chacksfield. Sound design by Rudi Zygadlo. Executive producer Homa Khaleeli. Additional production by Joe Koning and Allison Chan
Newsroom edition: is the no campaign’s strategy of division here to stay?,https://www.theguardian.com/australia-news/audio/2023/sep/15/the-no-campaigns-strategy-of-spreading-doubt-fear-misinformation,"A month from voice referendum day, the no campaign’s lead appears to be growing on the back of a strategy of sowing fear and doubt. Jane Lee speaks with editor-in-chief Lenore Taylor and head of newsroom Mike Ticher about how divisive politics are shaping the debate on an Indigenous voice to parliament  Help make our podcast better by filling out our listener survey: http://theguardian.com/podcastsurveyau",2023-09-15,Presented by Jane Lee with Lenore Taylor and Mike Ticher. Produced by Miles Herbert. Sound design and mixing by James Milsom. Executive producer Hannah Parkes
Have the Greens lost the fight for renters’ rights?,https://www.theguardian.com/australia-news/audio/2023/sep/14/have-the-greens-lost-the-fight-for-renters-rights-full-story-podcast,"After months of tense negotiations, the Greens have agreed to support Labor’s $10bn housing Australia future fund (Haff) bill.And while the minor party are claiming victory on securing an extra $3bn for community housing, there is nothing additional for renters.Chief political correspondent for Guardian Australia, Paul Karp, tells Jane Lee why the Greens did a deal with Labor and how they are still chasing renters’ votes",2023-09-14,Presented by Jane Lee with Paul Karp produced by Daniel Semo who also did the SD and mix. Executive producer Hannah Parkes
The voice AMA: yes and no campaigners on ‘division’ and ‘dirty tactics’,https://www.theguardian.com/australia-news/audio/2023/sep/12/the-voice-ama-yes-and-no-campaigners-on-division-and-dirty-tactics,"With referendum day just over a month away, polling for the yes campaign continues to slide despite an advertising push. In this episode of the Full Story series The voice ask me anything, we speak to leading Indigenous voices from the yes and no campaigns about ‘dirty tactics’, Peter Dutton’s proposal for a second referendum and whether the voice to parliament could help close the gap.Laura Murphy-Oates is joined by no campaigner senator Kerrynne Liddle from the Liberal party and yes campaigner Tanya Hosch",2023-09-12,"Presented by Laura Murphy-Oates. Produced by Allison Chan, Phoebe McIlwraith and Camilla Hannan who also did the sound design and mix. Executive producer Hannah Parkes"
The secret graves of the Stolen Generations,https://www.theguardian.com/australia-news/audio/2023/sep/12/the-secret-graves-of-the-stolen-generations-full-story-podcast,Multiple sites of possible secret burials have been discovered on the grounds of one of the most violent and abusive institutions of the Stolen Generations era.Indigenous affairs editor Lorena Allam and Indigenous affairs reporter Sarah Collard speak to Laura Murphy-Oates about how they broke the story and why survivors are calling for an urgent investigation into the possible clandestine graves,2023-09-12,"Presented by Laura Murphy-Oates with Lorena Allam and Sarah Collard. Produced by Karishma Luthria, Laura Murphy-Oates and Daniel Semo who also did the sound design and mixing. Executive producer Hannah Parkes"
The chilling rise of AI scams,https://www.theguardian.com/australia-news/audio/2023/sep/11/the-chilling-rise-of-ai-scams-full-story-podcast,Criminals are cloning voices and making calls to trick victims into sending them money. How can they be stopped?,2023-09-11,"Introduced by Jane Lee. Presented by Michael Safi with Oliver Devane. Produced by Eli Block, Tom Glasser and Rudi Zygadlo; executive producer is Homa Khaleeli. Additional production by Mell Chun"
Newsroom edition: why competition is key to cleaning up Qantas’s mess,https://www.theguardian.com/australia-news/audio/2023/sep/07/qantas-ticket-price-accc-cancellations,"Despite record profits, Australia’s biggest airline continues to anger its customers. As complaints roll in, competition watchdog the ACCC has warned the aviation industry is at a ‘critical juncture’ and poor policy has created a duopoly leaving passengers with high ticket prices and poor service.Jane Lee talks to editor-in-chief Lenore Taylor and head of news Mike Ticher about competition and how the government could help bring air fares back down",2023-09-07,Presented by Jane Lee with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and James Milsom. The executive producer is Molly Glassey
Why top execs are leaving the mining company with a ‘green vision’,https://www.theguardian.com/australia-news/audio/2023/sep/06/fortescue-resignations-full-story-podcast-why-green-vision-fiona-hick-christine-morris-guy-debelle,"In the week following its star-studded 20th birthday celebration, iron ore giant Fortescue has seen three high-profile resignations.Fortescue’s founder Andrew Forrest has cited differences in vision for the company, but neither CEO Fiona Hick, CFO Christine Morris nor director Guy Debelle have spoken publicly about the reason for their resignations.One thing we do know is that shareholders are uncomfortable.Are these resignations really down to employees not sharing Fortescue’s ‘green vision’? Or does the company have a governance problem? Guardian Australia’s senior business reporter Jonathan Barrett speaks to Jane Lee",2023-09-06,Presented by Jane Lee with Jonathan Barrett produced by Allison Chan and Mell Chun Sound design and mix by Joe Koning Executive producer Hannah Parkes
Can Alan Joyce’s departure save Qantas?,https://www.theguardian.com/australia-news/audio/2023/sep/05/can-alan-joyces-departure-save-qantas-full-story-podcast,"Alan Joyce’s reign as the boss of Qantas has come to an end.The divisive CEO announced his shock early retirement after 15 years in the role and a turbulent week for the airline as it prepares to fight a war on many fronts, including a consumer watchdog lawsuit and a possible Senate inquiry.Transport and urban affairs reporter Elias Visontay tells Laura Murphy-Oates whether Joyce’s departure can save the airline’s reputation and what it means for the future of what was once one of Australia’s most-loved companies",2023-09-05,Presented by Laura Murphy-Oates with Elias Visontay produced by Phoebe McIlwraith and Daniel Semo  who also did the sound design and mixing. Executive producer Hannah Parkes
Why wasn’t Lucy Letby stopped sooner?,https://www.theguardian.com/australia-news/audio/2023/sep/04/why-wasnt-lucy-letby-stopped-sooner-full-story-podcast,The nurse is the most prolific child serial killer in modern British history. Could the NHS have prevented her committing so many crimes?,2023-09-04,"Presented by Nosheen Iqbal with Josh Halliday; produced by Hannah Moore, Lucy Hough, and Rudi Zygadlo; executive producer Elizabeth Cassin; additional production by Joe Koning"
