title,link,description,published,contributors
Five young people dead: inside the inquest into transgender deaths,https://www.theguardian.com/australia-news/audio/2023/dec/13/five-young-people-dead-inside-the-inquest-into-transgender-deaths-full-story-podcast,"An inquest into the deaths of five transgender and gender diverse people has shone a light on the challenges many face in accessing already stretched mental health services.While the deaths are not directly linked, all of the deceased were young people who had affirmed or were affirming their identity as female, had a history of mental health issues and had at least one mental health diagnosis.Victorian state reporter Adeshola Ore speaks to Jane Lee about what the inquest heard and why there are calls for system-wide reform.",2023-12-13,Presented by Jane Lee with Adeshola Ore. Produced by Karishma Luthria and Joe Koning who also did the sound design and mix. Executive producer Hannah Parkes
Is George Santos the ‘last of the great liars’?,https://www.theguardian.com/australia-news/audio/2023/dec/11/is-george-santos-the-last-of-the-great-liars,His legacy may not be his historic expulsion from the US Congress. The many outrageous lies he told are what drew the world’s attention,2023-12-11,Presented by Michael Safi with Adam Gabbatt. Produced by Ned Carter Miles and Rudi Zygadlo. Executive Producer Homa Khaleeli.
Behind Australia’s pro-Palestine protests,https://www.theguardian.com/australia-news/audio/2023/dec/11/behind-australias-pro-palestine-protests-full-story-podcast,"Around Australia, pro-Palestine protests against the Israel-Hamas war are growing, with sit-ins, school strikes, vigils and weekly mass demonstrations, some of which are attracting tens of thousands of people. Protest organisers say it’s an anti-war movement calling for peace but some politicians and Jewish organisations have raised concerns the rallies are stirring unrest.Guardian Australia reporters Mostafa Rachwani and Laura Murphy-Oates go behind the scenes of the growing pro-Palestine protests, speaking to organisers, participants and academics to find out what is driving this movement",2023-12-11,"Presented by Laura Murphy-Oates with Mostafa Rachwani. Produced by Allison Chan, James Milsom, Karishma Luthria and Joe Koning. Executive produced by Miles Martignoni and Hannah Parkes"
Newsroom edition: Australia’s problem with building big,https://www.theguardian.com/australia-news/audio/2023/dec/08/newsroom-edition-australias-problem-with-building-big-full-story-podcast,"Australia has a problem with building big infrastructure. Across our major cities projects come in late, over budget and often don’t deliver on their promises.Laura Murphy-Oates talks to head of newsroom Mike Ticher and national news editor Patrick Keneally about why building public infrastructure never goes as planned",2023-12-08,Presented by Laura Murphy-Oates with Mike Ticher and Patrick Keneally . Produced by Miles Herbert and Joe Koning . The executive producer is Miles Martignoni
Labor’s preventative detention minefield,https://www.theguardian.com/australia-news/audio/2023/dec/07/labors-preventative-detention-minefield-full-story-podcast,"After a high court decision in November that led to the release of more than 100 people in immigration detention, the Labor government has passed legislation designed to toughen Australia’s immigration law. Termed ‘preventative detention’, these new powers allow the government to send some high-risk non-citizens to prison – even though they haven’t committed a new offence. Chief political correspondent Paul Karp tells Laura Murphy-Oates about the moral and legal minefield surrounding these new powers  You can support the Guardian at theguardian.com/fullstorysupport",2023-12-07,Presented by Laura Murphy-Oates with Paul Karp. Produced by Karishma Luthria and Daniel Semo who also did the sound design and mixing. Theme music by Joe Koning. Executive producer Hannah Parkes.
Why is the Israel-Hamas conflict so deadly for journalists?,https://www.theguardian.com/australia-news/audio/2023/dec/06/why-is-the-israel-hamas-conflict-so-deadly-for-journalists-full-story-podcast,"More reporters are believed to have been killed in this conflict than any in decades. Jonathan Dagher, from Reporters Without Borders, discusses what it means for public understanding of the region",2023-12-06,"Presented by Nosheen Iqbal with Jonathan Dagher and Hazem Balousha. Produced by Ruth Abrahams, Courtney Yusuf and Solomon King. Executive producer Homa Khaleeli"
The secret plan to ‘hook’ the developing world on oil,https://www.theguardian.com/australia-news/audio/2023/dec/04/the-secret-plan-to-hook-the-developing-world-on-oil-full-story-podcast,"As the Cop28 climate summit meets in Dubai, a secret Saudi Arabian plan to get poorer countries ‘hooked on its harmful products’ has emerged. Damian Carrington reports",2023-12-04,Presented by Michael A Fletcher with Damian Carrington. Produced by Tom Glasser and Rudi Zygadlo. Executive Producer Phil Maynard
How to avoid burnout,https://www.theguardian.com/australia-news/audio/2023/dec/04/how-to-avoid-burnout-full-story-podcast,"Many Australians feel overworked and overwhelmed at this time of year. Impending deadlines, cost-of-living pressures and the lead-up to the holiday season can combine to cause burnout.Jane Lee speaks to clinical psychologist and the Modern Mind columnist Gaynor Parkin about what you – and your boss – can do to help protect your physical and mental health.",2023-12-04,Presented by Jane Lee with Gaynor Parkin. Produced by Karishma Luthria. Sound design and mix by Daniel Semo. Executive producer Hannah Parkes
Newsroom edition: should Albanese worry about Labor’s slump in the polls?,https://www.theguardian.com/australia-news/audio/2023/nov/30/newsroom-edition-anthony-albanese-labor-poll-slump-approval-ratings-full-story-podcast,"For the first time in Anthony Albanese’s prime ministership, most voters disapprove of his performance. According to polls, the majority of Australians believe Labor is not doing enough to combat cost-of-living pressures.Laura Murph- Oates talks to editor-in-chief Lenore Taylor and head of newsroom Mike Ticher about why the Albanese government is losing support, and whether it’s actually in trouble",2023-11-30,Presented by Laura Murphy-Oates with Lenore Taylor and Mike Ticher . Produced by Miles Herbert and Daniel Semo . Executive producer is Miles Martignoni
Geert Wilders and Europe’s lurch to the far right,https://www.theguardian.com/australia-news/audio/2023/nov/29/geert-wilders-and-europes-lurch-to-the-far-right-full-story-podcast,"Since winning the most seats in the Dutch election last week, Geert Wilders has been attempting to form a government. The controversial figure is the leader of the far-right Party for Freedom and has campaigned for anti-Islamic policies in the past, including a ban on the Qur’an and headscarves.How did the far-right politician win so many seats in the election? Jon Henley and Senay Boztas report",2023-11-29,"Presented by Michael Safi with Senay Boztas and Jon Henley; produced by Courtney Yusuf, Natalie Ktena, Morgan Ofori and Rudi Zygadlo; executive producer Elizabeth Cassin. Additional production by Daniel Semo"
