title,link,description,published,contributors
The Australian election is coming: what moments will define the campaign?,https://www.theguardian.com/australia-news/audio/2025/jan/13/the-australian-election-is-coming-what-moments-will-define-the-campaign-full-story-podcast,"There is still no date for the federal election but Anthony Albanese has switched to campaign mode, hitting electorates across Queensland, the Northern Territory and Western Australia all in one week. With the prime minister’s approval rating sliding, a potential interest-rate cut on the horizon and Donald Trump reclaiming the keys to the White House, Nour Haydar talks to political reporter Dan Jervis-Bardy about the events that could shape federal politics this year",2025-01-13,Presented by Nour Haydar with Dan Jervis-Bardy. Produced by Karishma Luthria with sound design and mixing by Camilla Hannan. Miles Herbert was the executive producer of this episode.
Zoë Foster Blake on how to write a book,https://www.theguardian.com/australia-news/audio/2025/jan/09/zoe-foster-blake-on-how-to-write-a-book-full-story-podcast,"How does a hugely successful entrepreneur and parent find the energy, creativity and time to write a novel? Zoë Foster Blake tells Bridie Jabour how she makes the most of 90 minutes and where she starts  You can support the Guardian at theguardian.com/fullstorysupport",2025-01-09,Presented by Bridie Jabour with Zoë Foster-Blake. Series producer Karishma Luthria. Sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes.
How to face your fears and ocean swim with Alice Marklew,https://www.theguardian.com/australia-news/audio/2025/jan/08/how-to-face-your-fears-and-ocean-swim-with-alice-marklew-full-story-podcast,"It’s obvious there are many benefits to open water swimming, but knowing how to prepare and where to begin can feel overwhelming. Founder of the Coogee Bay Cuttlefish swim club Alice Marklew takes Matilda Boseley through practical tips to jumping (safely) into the big blue  You can support the Guardian at theguardian.com/fullstorysupport",2025-01-08,Presented by Matilda Boseley with Alice Marklew. Series producer Karishma Luthria. Sound design and mix by Camilla Hannan. Executive producer Hannah Parkes
Dolly Doctor on how to talk to your kids about sex and consent,https://www.theguardian.com/australia-news/audio/2025/jan/07/dolly-doctor-on-how-to-talk-to-your-kids-about-sex-and-consent-full-story-podcast,For more than 20 years Dr Melissa Kang helped Australian teenagers navigate puberty with her much-loved column Dolly Doctor. Kang speaks to Reged Ahmad about why it’s more important than ever to have that conversation  You can support the Guardian at theguardian.com/fullstorysupport,2025-01-07,Presented by Reged Ahmad with Melissa Kang. Series producer Karishma Luthria. Additional production by Joe Koning. Sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes
Charles Duhigg on how to become a supercommunicator,https://www.theguardian.com/australia-news/audio/2025/jan/06/charles-duhigg-on-how-to-become-a-supercommunicator-full-story-podcast,Do you find yourself replaying an important conversation in your head and thinking - ‘why did I say that?’ Journalist and Pulitzer prize-winning author Charles Duhigg found himself at a similar impasse when he had to manage a project and struggled to connect with members of his team. So he learned everything he could about communication. Duhigg tells Reged Ahmad about the simple things anyone can do to improve their communication skills and why being a good listener is key  You can support the Guardian at theguardian.com/fullstorysupport,2025-01-06,Presented by Reged Ahmad with Charles Duhigg. Series producer Karishma Luthria. Sound design and mix by Camilla Hannan. Executive producer Hannah Parkes.
Karima Hazim on how to cook for a crowd,https://www.theguardian.com/australia-news/audio/2025/jan/06/karima-hazim-on-how-to-cook-for-a-crowd-full-story-podcast,"Whether we like it or not, some of us will have to host friends and family at home this holiday season. Karima Hazim, co-author of cookbook Sofra: Lebanese Recipes to Share, takes Reged Ahmad through her essential hacks for putting on a spread to impress – without the stress  You can support the Guardian at theguardian.com/fullstorysupport",2025-01-06,Presented by Reged Ahmad with Karima Hazim. Series producer Karishma Luthria. Additional production by Isabella Lee. Sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes.
Miranda Tapsell on how to cope with rejection,https://www.theguardian.com/australia-news/audio/2025/jan/03/miranda-tapsell-on-how-to-cope-with-rejection-full-story-podcast,"Whether you’ve been passed over for promotion or dumped by the love of your life, moving on from ‘no’ can be tough. Actor and writer Miranda Tapsell tells Reged Ahmad how she’s dealt with rejection throughout her career and how setbacks have made her stronger  You can support the Guardian at theguardian.com/fullstorysupport",2025-01-03,Presented by Reged Ahmad with Miranda Tapsell. Series producer Karishma Luthria. Sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes
Zara Wong on how to find your personal style,https://www.theguardian.com/australia-news/audio/2025/jan/02/zara-wong-on-how-to-find-your-personal-style-full-story-podcast,"Fashion editor and consultant Zara Wong was attracted to the world of fashion from a young age. After successful stints at Harpers Bazaar, Vogue and Aje Collective she now works as a consultant and also produces her own fashion substack newsletter – Screenshot This. The fashion expert tells Matilda Boseley why you should ignore the rules and not try too hard  You can support the Guardian at theguardian.com/fullstorysupport",2025-01-02,Presented by Matilda Boseley with Zara Wong. Series producer Karishma Luthria. Sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes
Xavier Mulenga on how to know when to quit alcohol,https://www.theguardian.com/australia-news/audio/2025/jan/01/xavier-mulenga-on-how-to-know-when-to-quit-alcohol-full-story-podcast,Thinking of breaking up with the booze? Addiction specialist and psychiatrist Xavier Mulenga tells Bridie Jabour the common reasons people think they can’t quit and the steps you can take to reduce your alcohol intake  You can support the Guardian at theguardian.com/fullstorysupport,2025-01-01,Presented by Bridie Jabour with Xavier Mulenga. Series producer Karishma Luthria. Sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes
Thomas Mayo on how to hold on to hope,https://www.theguardian.com/australia-news/audio/2024/dec/31/thomas-mayo-on-how-to-hold-on-to-hope-full-story-podcast,"The yes campaigner and author has had a hard year. After a heartbreaking voice to parliament referendum result and sustained attacks from the media, Thomas Mayo had to pick up the pieces and find a way forward. He tells Reged Ahmad how he found light in a dark time  You can support the Guardian at theguardian.com/fullstorysupport",2024-12-31,"Presented by Reged Ahmad with Thomas Mayo. Series producer Karishma Luthria. Additional production, sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes."
James Colley on how to be funny,https://www.theguardian.com/australia-news/audio/2024/dec/30/james-colley-on-how-to-be-funny-full-story-podcast,"How do you tell a story that makes people laugh and what do you do when the joke lands flat? James Colley, a comedian and writer on ABC’s Gruen, tells Reged Ahmad why comics love a whinge and how he turns his life into laughs  You can support the Guardian at theguardian.com/fullstorysupport",2024-12-30,Presented by Reged Ahmad with James Colley. Series producer Karishma Luthria. Sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes.
Best of 2024: when are shock jocks too shocking? - Full Story podcast,https://www.theguardian.com/australia-news/audio/2024/dec/27/best-of-2024-when-are-shock-jocks-too-shocking-full-story-podcast,"Kyle Sandilands and Jackie O Henderson have dominated the breakfast slot in Sydney for almost two decades. But their show’s recent expansion into the Melbourne market has tanked. And while they have a reputation for crude language and stunts, the conversations that are broadcast continue to raise questions about how the show skirts decency standards. Senior correspondent Sarah Martin and reporter Kate Lyons tell Nour Haydar how Australia’s highest-rating radio program gets around broadcast regulations  You can support the Guardian at theguardian.com/fullstorysupport",2024-12-27,Presented by Nour Haydar with Sarah Martin and Kate Lyons. Produced by Joe Koning and Imogen Harper. Additional production by Isabella Lee. Sound design and mix by Joe Koning. Executive producer is Hannah Parkes
Best of 2024: the ‘doomsday cult’ recruiting Australian university students,https://www.theguardian.com/australia-news/audio/2024/dec/26/best-of-2024-the-doomsday-cult-recruiting-australian-university-students-full-story-podcast,"The Shincheonji church is an international Christian sect which started in South Korea. But the group is being accused of bizarre recruitment strategies at a number of Australian universities and former members have made allegations of ‘coercive control’ tactics that include love bombing and sleep deprivation. Medical editor Melissa Davey speaks to Reged Ahmad about the experiences of families of current members, as well as former members, about life on the inside  You can support the Guardian at theguardian.com/fullstorysupport",2024-12-26,Presented by Reged Ahmad with Melissa Davey. Produced by Allison Chan and Joe Koning who also did the sound design and mix. Executive producer Hannah Parkes
Best of 2024: Bringing the blue whale back from the brink,https://www.theguardian.com/australia-news/audio/2024/dec/25/best-of-2024-bringing-the-blue-whale-back-from-the-brink-full-story-podcast,Blue whales are the largest animals to have ever lived but they were once hunted to the brink of extinction. The international community only agreed to stop hunting them in 1965 when they numbered fewer than 200. Now scientists are using new methods to learn whether the number of blue whales in the wild is increasing – and they are seeing and hearing promising signs. Reporter Luca Ittimani speaks to marine mammal acoustician Brian Miller about the whale’s Antarctic resurgence  You can support the Guardian at theguardian.com/fullstorysupport,2024-12-25,Presented by Nour Haydar with  with Luca Ittimani. Produced by Luca Ittimani and Miles Martignoni. Sound design and mix by Camilla Hannan. Executive producer is Hannah Parkes
Best of 2024: ‘We are not robots’: Woolworths workers tracked and timed,https://www.theguardian.com/australia-news/audio/2024/dec/24/best-of-2024-we-are-not-robots-woolworths-workers-tracked-and-timed-full-story-podcast,"What happens when the human body is treated like a machine – pushed to its limit – for the sake of a company’s efficiency standards? Former and current staff at Woolworths allege that the supermarket has been cracking down in a way they describe as ‘bullying’ and unsafe, something the company’s supply chain arm denies.Reged Ahmad asks investigations reporter Ariel Bogle if Woolworths’ warehouse tactics are putting employees’ health and safety at risk",2024-12-24,"Presented by Reged Ahmad with Ariel Bogle; produced by Allison Chan, Isabella Lee and Miles Herbert; Sound design and mixing by Joe Koning; Executive producer is Hannah Parkes"
Best of 2024: Jess Hill on what it will take to stop men killing women,https://www.theguardian.com/australia-news/audio/2024/dec/23/best-of-2024-jess-hill-on-what-it-will-take-to-stop-men-killing-women-full-story-podcast,For many years political leaders have condemned violence against women and expressed platitudes about the need for change. But government policies to reduce gender-based violence have failed and frontline services say they are severely underfunded. Journalist and coercive control educator Jess Hill speaks to Nour Haydar about the major paradigm shift that governments still need to make,2024-12-23,Presented by Nour Haydar with Jess Hill ; produced byKarishma Luthria; sound design and mixing by Camilla Hannan
Newsroom Edition: why there’s still cause for hope in 2025,https://www.theguardian.com/australia-news/audio/2024/dec/20/newsroom-edition-why-theres-still-cause-for-hope-in-2025-full-story-podcast,"This year the gap between the rich and the poor widened in Australia – as the housing crisis deepened and the cost of living hit hard. But while there were moments of despair, there were also times of joy that may give us reason to be hopeful for 2025.Bridie Jabour talks with editor in chief Lenore Taylor, head of newsroom Mike Ticher and national news editor Jo Tovey about the highs and lows of 2024 and and what to expect next year",2024-12-20,"Presented by Bridie Jabour with Lenore Taylor, Mike Ticher and Josephine Tovey; Produced by Camilla Hannan and Joe Koning;"
The prince and the spy,https://www.theguardian.com/australia-news/audio/2024/dec/18/the-prince-and-the-spy-full-story-podcast,"Prince Andrew is in trouble again, this time for meeting a businessman who has denied spying for China.In parliament, it has sparked fears about how far the British establishment has been infiltrated by spies. In Beijing, there has been outrage. For Prince Andrew, it has led to him missing Christmas dinner at Sandringham with the rest of the royal family. It is fair to say the accusation that the Chinese businessman Yang Tengbo has been spying for China has caused a serious stir. Dan Sabbagh and David Pegg report",2024-12-18,"Presented by Michael Safi with Dan Sabbagh and David Pegg; produced by Lucy Hough, Oscar Boyd, Alex Atack and Joel Cox. Executive producer is Homa Khaleeli"
Peter Dutton’s nuclear fantasy,https://www.theguardian.com/australia-news/audio/2024/dec/17/peter-duttons-nuclear-fantasy-full-story-podcast,The opposition leader has finally released the Coalition’s costings for its proposal to build seven nuclear power stations in Australia.Peter Dutton says the plan will cost tens of billions of dollars less than Labor’s transition to renewables. But experts say the plan is not credible and fails to address the climate crisis.Climate and environment editor Adam Morton tells Nour Haydar why the plan doesn’t stack up.,2024-12-17,Presented by Nour Haydar with Adam Morton. Produced by Karishma Luthria with sound design and mixing by Camilla Hannan. The executive producer of Full Story is Hannah Parkes
