title,link,description,published,contributors
Stuck in an endless loop,https://www.theguardian.com/australia-news/audio/2020/dec/17/stuck-in-an-endless-loop,"One family. All devout pacifists, they all fled the same dangers and all of them are recognised refugees in Australia. The mother and children were resettled from overseas and now have permanent protection. But their father arrived by boat. He lives in anxious uncertainty, enduring an opaque reapplication process that could result in his being torn away from them",2020-12-17,Presented by Sisonke Msimang with Ben Doherty Produced by Miles Herbert and Kara Jensen-Mackinnon. Sound design byRyan Pemberton with original music by Lama Zakharia. Editorial support by Miles Martignoni.
"One year on, why are bushfire-hit communities struggling for funding?",https://www.theguardian.com/australia-news/audio/2020/dec/16/one-year-on-why-are-bushfire-hit-communities-struggling-for-funding,"In the lead-up to Christmas, some communities are still struggling to rebuild homes and vital infrastructure damaged by last summer’s bushfires. We speak to northern New South Wales resident Melinda Plesman about how she’s coping a year after losing her house. Plus, Christopher Knaus investigates how one grants program has allocated money for fire-hit communities.",2020-12-16,Reported by Christopher Knausand presented by Laura Murphy-Oates. Produced by Ellen Leabeater andJoe Koning. Executive producers are Miles Martignoniand Gabrielle Jackson.
Three women on their fight for abortion rights in Poland,https://www.theguardian.com/australia-news/audio/2020/dec/15/three-women-on-their-fight-for-abortion-rights-in-poland,"Academic Agnieszka Graff, lawyer Karolina Więckiewicz and gynaecologist Anna Parzyńska discuss their fight for abortion rights. An attempt by authorities to impose a near-total ban on terminations has sparked mass demonstrations across the country",2020-12-15,"Presented by Anushka Asthana with Agnieszka Graff, Karolina Więckiewicz and Anna Parzyńska. Produced by Elizabeth Cassin and Nicholas Cox. The executive producers are Nicole Jackson and Phil Maynard. Introduced by Laura Murphy-Oates"
What happens when the government wants to send you back to an unsafe place?,https://www.theguardian.com/australia-news/audio/2020/dec/14/what-happens-when-the-government-wants-to-send-you-back-to-an-unsafe-place,"Arman’s claim for asylum was rejected because the Australian government thought it was safe for him to return to Afghanistan. While this is no longer the government’s view, Australia’s appeal system means the decision still stands. In this episode of Full Story, Arman explains how he has nowhere to turn – his only chance to stay in Australia is if Peter Dutton personally intervenes",2020-12-14,"Presented by Sisonke Msimang with Ben Doherty. Produced by Kara Jensen-Mackinnon and Miles Herbert, sound design by Ryan Pemberton with original music by Lama Zakharia. Editorial support by Miles Martignoni. Introduced by Laura Murphy-Oates"
What happened to the asylum seekers medically evacuated to Australia?,https://www.theguardian.com/australia-news/audio/2020/dec/11/what-happened-to-the-asylum-seekers-medically-evacuated-to-australia,"After the Medevac bill was passed in 2019 almost 200 people were deemed by a panel of doctors to require medical attention that required they be taken to Australia. They are now mostly locked in hotels or detention centres, none have been sent back so far. So what is the future for these refugees?",2020-12-11,Presented by Laura Murphy-Oates and reported by Michael Green. Produced by Cheyne Anderson and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson
The Nobel peace prize winner fighting a war in Ethiopia,https://www.theguardian.com/australia-news/audio/2020/dec/10/the-nobel-peace-prize-winner-fighting-a-war-in-ethiopia,"Ethiopia’s prime minister was feted by the international community as a reformer and a peacemaker. Now, as the Guardian’s Jason Burke explains, he has launched a major military campaign in the north of his country that threatens the stability of the region",2020-12-10,Presented by Rachel Humphreys and reported by Jason Burke and Yohannes Woldemariam. Produced by Courtney Yusuf and Nicholas Cox. The executive producers are Phil Maynard and Nicole Jackson
The Crown: is the Netflix drama fact or fiction?,https://www.theguardian.com/australia-news/audio/2020/dec/09/the-crown-is-the-netflix-drama-fact-or-fiction,"Royal correspondent Jennie Bond, who has covered some of the most dramatic years of the monarchy, discusses whether The Crown is an accurate depiction of palace life",2020-12-09,"Presented by Anushka Asthana, produced by Rose de Larrabeiti , Courtney Yusuf, Mythili Rao and Nicholas Cox. The executive producers are Nicole Jackson and Phil Maynard"
Could Trump be indicted? And could he pardon himself?,https://www.theguardian.com/australia-news/audio/2020/dec/08/could-trump-be-indicted-and-could-he-pardon-himself,"As the US justice department investigates an alleged ‘bribery for pardon’ scheme at the White House, Jonathan Freedland and David Smith delve into the many possible legal issues Donald Trump could face after 20 January",2020-12-08,Presented by Jonathan Freedland and reported by David Smith. Produced by Danielle Stephens and Esther Opoku-Gyeni. Introduced by Laura Murphy-Oates
How do you say goodbye forever?,https://www.theguardian.com/australia-news/audio/2020/dec/06/how-do-you-say-goodbye-forever,"In this episode we hear Elaheh’s story. She had to suddenly flee Iran, not realising she might never see her family again. Now a recognised refugee in Australia with a young son, her visa’s restrictions dictate whether her son will ever meet the strong women who raised her  This episode is part of our new series Temporary – you can listen to all the episodes here",2020-12-06,"Presented by Sisonke Msimang with Ben Doherty. Produced by Kara Jensen-Mackinnon and Miles Herbert, sound design by Ryan Pemberton with original music by Lama Zakharia. Editorial support by Miles Martignoni. Introduced by Laura Murphy-Oates"
How one tweet laid bare Australia and China’s tense relationship,https://www.theguardian.com/australia-news/audio/2020/dec/04/how-one-tweet-laid-bare-australia-and-chinas-tense-relationship,"A tweet from a Chinese government spokesman – with a computer generated image appearing to show an Australian soldier holding a knife to the throat of an Afghan child – has provoked outrage from Australian politicians, and other Western democracies. However, this is just the latest incident in what experts say is a serious breakdown in the relationship between Australia and China.Reporter Daniel Hurst on the escalating tensions with China, the devastating economic cost to Australia and the future of this diplomatic relationship.",2020-12-04,"Reported by Daniel Hurstand presented by Laura Murphy-Oates. Produced by Jake Morcom, Ellen Leabeaterand Joe Koning. The executive producers are Miles Martignoniand Marni Cordell"
