title,link,description,published,contributors
Campaign catchup: how anti-trans rhetoric has derailed the Coalition’s campaign in Warringah,https://www.theguardian.com/australia-news/audio/2022/apr/14/campaign-catchup-how-anti-trans-rhetoric-has-derailed-the-coalitions-campaign-in-warringah,Controversy over the prime minister’s captain’s pick for the seat of Warringah may have jeopardised any chance the Coalition had to win the seat back this election. Jane Lee talks to political reporter Paul Karp about why Scott Morrison decided to weigh in on anti-trans activism and how it could affect the Coalition’s election campaign,2022-04-14,Presented by Jane Lee with Paul Karp. Produced by Miles Herbert. Executive producers Miles Martignoni and Gabrielle Jackson
Election 2022: the view from Western Australia,https://www.theguardian.com/australia-news/audio/2022/apr/14/election-2022-the-view-from-western-australia,"With the election underway, the Guardian’s political reporters have been travelling across the country talking to voters and candidates. In Western Australia, the 2021 state election – returning just two Liberals to the WA lower house – sent shockwaves through the Liberal party, and put WA on the map as a state that could deliver a rich return for federal Labor. Political reporter Paul Karp speaks to voters in three key WA seats about the issues that will decide their vote. He also speaks to candidates in the seat of Hasluck, where a moderate swing to Labor could knock out a current cabinet minister",2022-04-14,"Presented by Laura Murphy-Oates, reported by Paul Karp. Produced by Karishma Luthria. Sound design by Joe Koning. Mixing by Miles Martignoni. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
Campaign catchup: covering elections is about accountability not ‘gotcha’ questions,https://www.theguardian.com/australia-news/audio/2022/apr/13/campaign-catchup-covering-elections-is-about-accountability-not-gotcha-questions,"How do journalists go about covering election campaigns? In this episode of Full Story’s campaign catchup, Jane Lee talks to political editor Katharine Murphy, who says journalists take the campaign trail to hold governments to account, not merely to amplify their daily messages",2022-04-13,Hosted by Jane Lee with Katharine Murphy. Produced by Rob Kaldor. Executive producers Miles Martignoni and Gabrielle Jackson
The new wave of climate activists and the laws designed to stop them,https://www.theguardian.com/australia-news/audio/2022/apr/13/the-new-wave-of-climate-activists-and-the-laws-designed-to-stop-them,"New activist groups such as Blockade Australia and Fireproof Australia are on the rise, with a series of recent climate protests blocking major roads, bridges and coal ports. In response, the NSW government has passed new laws that could see such protesters spend up to two years in jail.Sam Noonan and Violet Coco, members of Fireproof Australia, speak about why they joined the radical group, and journalist Royce Kurmelovs explores the rise in anti-protest laws, which are contributing to what human rights organisations call a ‘climate of repression’",2022-04-13,"Presented by Laura Murphy-Oates, reported by Royce Kurmelovs. Produced by Jake Morcom, Joe Koning and Karishma Luthria. Sound design and mixing by Camilla Hannan. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
"Campaign catchup: Alan Tudge and the $500,000 payout",https://www.theguardian.com/australia-news/audio/2022/apr/12/campaign-catchup-alan-tudge-and-the-500000-payout,"In our new election campaign podcast, political editor Katharine Murphy explains why Scott Morrison and the Department of Finance continue to dodge questions about a $500,000 payout made to former Liberal party staffer Rachelle Miller. Plus, other headlines of the day including a second port for Darwin",2022-04-12,Presented by Jane Lee with Katharine Murphy. Produced by Daniel Semo. Executive producers  Miles Martignoni and Gabrielle Jackson
How boycotts against Russia work – and how they don’t,https://www.theguardian.com/australia-news/audio/2022/apr/12/how-boycotts-against-russia-work-and-how-they-dont,"From the cancellation of performances of Tchaikovsky to the exit of Ikea and McDonald’s from Moscow, there has been a rush to boycott all things Russian. But what impact do these official and unofficial economic protests have?",2022-04-12,Introduced by Laura Murphy-Oates. Presented by Nosheen Iqbal with Archie Bland and Leonid Ragozin; produced by Lucy Hough and Eva Krysiak; executive producers Mythili Rao and Phil Maynard
Campaign catchup: two pitches for the future of Australia,https://www.theguardian.com/australia-news/audio/2022/apr/11/campaign-catchup-two-pitches-for-the-future-of-australia,"Political editor Katharine Murphy breaks down the opening salvos from the major parties this election and argues that, ultimately, either side could find themselves needing independents or micro parties to form government",2022-04-11,Hosted by Jane Lee with Katharine Murphy. Produced by Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson
Feel sick but Covid negative? Here’s why,https://www.theguardian.com/australia-news/audio/2022/apr/11/feel-sick-but-covid-negative-heres-why-full-story-podcast,"Why is it, in some cases, one member of a household tests positive to Covid-19 while those living with them may develop symptoms yet return negative tests?Medical editor Melissa Davey talks to Jane Lee about why test results can be hit and miss and how the onset of cooler weather has people wondering: is it Covid, or a cold?",2022-04-11,"Presented by Jane Lee and reported by Melissa Davey. Produced by Allison Chan, Jake Morcom and Jane Lee. Executive producers are Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
"Book it in: Chelsea Watego on sovereignty, survival and self-determination in the colony",https://www.theguardian.com/australia-news/audio/2022/apr/09/book-it-in-chelsea-watego-on-sovereignty-survival-and-self-determination-in-the-colony,"In this episode of the Book It In podcast, Paul Daley speaks to Chelsea Watego about why she says ‘fuck hope’ and why she wants to take her book, Another Day in the Colony, to Aboriginal readers in prisons",2022-04-09,"Chelsea Watego  in conversation with  Paul Daley. Produced by  Bethany Atkinson-Quinton,  Allison Chan,  Jane Lee and Joey Watson. Mixed by  Daniel Semo. Executive producers  Gabrielle Jackson  and  Miles Martignoni"
"A political campaign fit for the times, or politics as usual? – with Lenore Taylor",https://www.theguardian.com/australia-news/audio/2022/apr/08/a-political-campaign-fit-for-the-times-or-politics-as-usual-with-lenore-taylor,"Labor is making itself a small target while the government fights internal battles in public. At a time of multiple crises – the Covid pandemic, the climate crisis, war in Ukraine – will either party pitch a vision to win the hearts and minds of Australian voters this election? In this episode of Full Story, Gabrielle Jackson speaks to Lenore Taylor and Mike Ticher about whether politics as usual is really fit for the times we are living in",2022-04-08,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Camilla Hannan. Executive produced by Gabrielle Jackson and Miles Martignoni
