title,link,description,published,contributors
"The wounded, the mourning and the defiant: inside the Christchurch sentencing",https://www.theguardian.com/australia-news/audio/2020/sep/07/the-wounded-the-mourning-and-the-defiant-inside-the-christchurch-sentencing,"Over four days in the Christchurch high court, survivors of the 2019 mosque shootings and the families of victims stood up and faced the Australian gunman. In this episode of Full Story, we hear their statements, as Charlotte Graham-Mclay takes us inside the proceedings.",2020-09-07,Presented by Laura Murphy-Oates and reported by Charlotte Graham-McLay. Produced by Cheyne Anderson and Belinda Lopez with Ryan Pemberton . The executive producers are Miles Martignoni and Gabrielle Jackson
What has four years of Donald Trump meant for the climate crisis?,https://www.theguardian.com/australia-news/audio/2020/sep/04/what-has-four-years-of-donald-trump-meant-for-the-climate-crisis,"Guardian US reporter Emily Holden looks at the Trump administration’s impact on the environment, and the consequences if he wins another term",2020-09-04,Presented by Anushka Asthana and reported by Emily Holden. Produced by Hannah Moore and Nicholas Cox. The executive producers are Phil Maynard and Nicole Jackson. Adapted by Laura Murphy-Oates
Leonardo da Vinci and the mystery of the world's most expensive painting,https://www.theguardian.com/australia-news/audio/2020/sep/03/leonardo-da-vinci-and-the-mystery-of-the-worlds-most-expensive-painting,Salvator Mundi sold for a record $450m at auction in 2017 to an anonymous bidder. But the painting’s provenance has been called into question,2020-09-03,"Presented by Rachel Humphreys and reported by Ben Lewis. Produced by Hannah Moore, Sam Colbert, Cheeka Eyers and Axel Kacoutié. The executive producers are Phil Maynard and Nicole Jackson. Adapted by Laura Murphy-Oates"
Australia's public servants and the right to free speech,https://www.theguardian.com/australia-news/audio/2020/sep/02/public-servants-and-the-right-to-free-speech,"Three months after writing about how Covid helped big tech, federal public servant Josh Krook was given a choice: remove the blog post or be sacked. Now, he’s speaking out about what he says is censorship. Reporter Christopher Knaus explores the case of Josh Krook and other public servants speaking out about the right to free speech.",2020-09-02,"Reported by Christopher Knaus and presented by Laura Murphy-Oates. Produced by Ellen Leabeater, Miles Herbert and Ryan Pemberton. The Executive Producers are Miles Martignoni and Gabrielle Jackson"
The fight over the Aboriginal flag,https://www.theguardian.com/australia-news/audio/2020/aug/31/the-fight-over-the-aboriginal-flag,"At this year’s AFL Indigenous round, set up to celebrate Indigenous players and culture, there was one big change – the Aboriginal flag was not painted on the field. This was the result of a growing conflict about how the flag can be used, with AFL clubs and players, Indigenous companies and communities, and the minister for Indigenous Australians, all weighing in.Guardian Australia’s Indigenous affairs editor Lorena Allam explains the history of the flag and why it’s at the centre of such a bitter dispute",2020-08-31,"Reported by Lorena Allamand presented by Laura Murphy-Oates. Produced by Ellen Leabeater, Adrian Walton, Miles Herbertand Ryan Pemberton. Executive producers areMiles Martignoniand Gabrielle Jackson"
A year of trouble for the royal family,https://www.theguardian.com/australia-news/audio/2020/aug/31/a-year-of-trouble-for-the-royal-family,"Guardian columnist Hadley Freeman discusses the fallout from the publication of Finding Freedom, a biography of Harry and Meghan, the Duke and Duchess of Sussex, and the latest allegations surrounding Prince Andrew",2020-08-31,Presented by Rachel Humphreys and reported by Hadley Freeman. Produced by Hannah Moore and Axel Kacoutié. The executive producers are Nicole Jackson and Phil Maynard
How Covid-19 could set back women by a generation,https://www.theguardian.com/australia-news/audio/2020/aug/28/how-covid-19-could-set-back-women-by-a-generation,"Unlike past recessions, this one has decimated predominantly female jobs. Women have also been affected by taking up the burden of homeschooling and care work. Some economists say the outcome could set back gender equality by a generation. Gabrielle Jackson speaks to Hex, who lost her job as a chef in Melbourne, and to Per Capita’s Emma Dawson about what the government can do",2020-08-28,Hosted by Gabrielle Jackson and produced by Ellen Leabeater and Laura Murphy-Oates. The executive producer is Miles Martignoni
Why thousands of Australians are still stranded overseas,https://www.theguardian.com/australia-news/audio/2020/aug/27/why-thousands-of-australians-are-still-stranded-overseas,"Thousands of Australians overseas have been trying to get home over the past few months, but have been hindered by cancelled flights and exorbitant airfares. This has left many stranded in unsafe, volatile environments, with money fast running out. On this episode of Full Story, Elias Visontay explains why this is happening and how it’s entirely avoidable",2020-08-27,Presented by Laura Murphy-Oates and reported by Elias Visontay. Produced by Ellen Leabeater and Miles Herbert. The executive producers are Miles Martignoni and Gabrielle Jackson
Who are the people risking everything to cross the English Channel?,https://www.theguardian.com/australia-news/audio/2020/aug/26/who-are-the-people-risking-everything-to-cross-the-english-channel,The number of migrants arriving to the UK in small boats this year is already double that of 2019. But those who manage to reach the country find themselves confronted by a government that is increasingly hostile to new arrivals,2020-08-26,Presented by Rachel Humphreys and reported by Harriet Grant. Produced by Joshua Kelly and Axel Kacoutié. The executive producers are Phil Maynard and Nicole Jackson. Adapted by Laura Murphy-Oates
Will Scott Morrison take responsibility for the aged care crisis in Victoria?,https://www.theguardian.com/australia-news/audio/2020/aug/25/will-scott-morrison-take-responsibility-for-the-aged-care-crisis-in-victoria,"As Covid-19 tore through aged care homes during Victoria’s second wave, state and federal governments attempted to shift blame for the rising death toll. Political editor Katharine Murphy examines what has happened and who has ultimate responsibility",2020-08-25,Presented by Laura Murphy-Oates and reported by Katharine Murphy. Produced by Ellen Leabeater and Joe Koning. The executive producer is Miles Martignoni
How Britain’s deepest recession is becoming a jobs crisis,https://www.theguardian.com/australia-news/audio/2020/aug/24/how-britains-deepest-recession-is-becoming-a-jobs-crisis,Economics writer Aditya Chakrabortty describes how the coronavirus crisis has sent Britain plunging into a record recession and what it means for the millions of people fearing for their jobs,2020-08-24,Presented by Mythili Rao with Aditya Chakrabortty. Produced by Courtney Yusuf and Axel Kacoutié. The executive producers are Phil Maynard and Nicole Jackson
No room to grieve: one Australian family experience death under Covid-19 restrictions,https://www.theguardian.com/australia-news/audio/2020/aug/21/no-room-to-grieve-one-australian-family-experience-death-under-covid-19-restrictions,Emma Sheppard Simms tells us how she struggled with closing borders and mandatory quarantine to spend time with her dying father at the height of the coronavirus outbreak in north-west Tasmania,2020-08-21,"Presented by Laura Murphy-Oates and produced by Ellen Leabeater, Miles Herbert and Joe Koning. The executive producer is Miles Martignoni"
How Victoria's Covid-19 lockdown is devastating its economy,https://www.theguardian.com/australia-news/audio/2020/aug/20/how-victorias-covid-19-lockdown-is-devastating-its-economy,"Before coronavirus, Victoria’s economy was powering ahead, but the tough lockdown as it endures a second wave has hit businesses hard. As companies close their doors and staff numbers are savagely cut, the state’s shutdown threatens to drag the rest of Australia even further into economic peril. Business correspondent Ben Butler explains how Victoria’s prosperity was dealt a succession of blows",2020-08-20,Presented by Laura Murphy-Oates and reported by Ben Butler. Produced by Ellen Leabeater. The executive produces are Miles Martignoni and Mike Ticher
