title,link,description,published,contributors
After the protests: solutions to end black deaths in custody,https://www.theguardian.com/australia-news/audio/2020/jun/16/what-do-indigenous-lives-matter-protesters-do-now,"Protests around Australia have been calling for action to end black deaths in custody. Indigenous families, legal organisations and academics say that solutions to this problem have been put forward time and time again, only to be ignored.In this episode of Full Story, black deaths in custody advocate Latoya Rule, and academic Thalia Anthony explore some immediate solutions to end black deaths in custody.",2020-06-16,"Presented by Laura Murphy-Oates. Produced by Miles Herbert, Ellen Leabeaterand Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson."
The death of David Dungay Jnr,https://www.theguardian.com/australia-news/audio/2020/jun/15/the-death-of-david-dungay-jnr,"One of the names chanted in the Australian protests sparked by the death of George Floyd in Minneapolis has been David Dungay. The eerie similarities between his case and the death of Floyd have brought his death in 2015 back into the spotlight. Both men were held down before they died, both cried ‘I can’t breathe’. Miles Herbert looks back at the death of David Dungay Jnr",2020-06-15,"Presented by Laura Murphy-Oates and reported by Miles Herbert. Produced by Joe Koning. The executive producers are Lorena Allam, Miles Martignoni and Gabrielle Jackson"
New data on the unfair policing of Indigenous people,https://www.theguardian.com/australia-news/audio/2020/jun/12/new-data-on-the-unfair-policing-of-indigenous-people,Aboriginal and Torres Strait Islander adults make up 2% of the national population but at least 27% of the prison population. Michael McGowan looks at the data behind one offence that drives the disproportionate incarceration of First Nations people,2020-06-12,Presented by Laura Murphy-Oates and reported by Michael McGowan. Produced by Ellen Leabeater and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson
A journey into Antarctica: the unavoidable signs of global heating,https://www.theguardian.com/australia-news/audio/2020/jun/11/a-journey-into-antarctica-the-unavoidable-signs-of-global-heating,The effects of global heating are in evidence everywhere across the islands of Antarctica – from penguin colonies to melting glaciers. The Guardian’s global environment editor Jonathan Watts witnessed how conditions are changing quickly,2020-06-11,"Presented by Anushka Asthana and reported by Jonathan Watts. Produced by Cheeka Eyers, Joshua Kelly and Axel Kacoutié. The executive producers are Phil Maynard and Nicole Jackson"
Unreliable data: how a tiny US company influenced Covid-19 policy globally,https://www.theguardian.com/australia-news/audio/2020/jun/10/unreliable-data-how-a-tiny-us-company-influenced-covid-19-policy-globally,In May a single study published in one of the world’s leading medical journals led to trials of a possible coronavirus treatment being halted around the world. Weeks later the study was retracted and the company behind the data used is facing serious scrutiny. Melissa Davey tells us how it all unravelled,2020-06-10,Presented by Laura Murphy-Oates and reported by Melissa Davey. Produced by Ellen Leabeater and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson
The protests shaking America after the death of George Floyd,https://www.theguardian.com/australia-news/audio/2020/jun/09/the-protests-shaking-america-after-the-death-of-george-floyd,Guardian US reporter Kenya Evelyn looks back at the 11 days of protest that started in Minneapolis over the killing of George Floyd but quickly spread across the rest of America and then the world.,2020-06-09,Presented by Rachel Humphreys and reported by Kenya Evelyn. Produced by Courtney Yusuf and Axel Kacoutié. Executive producers are Nicole Jackson and Phil Maynard. Adapted by Laura Murphy-Oates
"What will 21,000 job losses mean for Australia's universities?",https://www.theguardian.com/australia-news/audio/2020/jun/08/what-will-21000-job-losses-mean-for-australias-universities,"One of the first sectors to feel the hit of the pandemic in Australia is our universities. With international students making up more than a quarter of all students and paying high fees that are essential to many university budgets, what does the future look like for universities? Today we examine the value of these jobs by talking to one of the people to lose university work",2020-06-08,Presented by Laura Murphy-Oates and reported by Elias Visontay. Produced by Ellen Leabeater and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson
Australia’s shameful record on black deaths in custody,https://www.theguardian.com/australia-news/audio/2020/jun/05/australias-shameful-record-on-black-deaths-in-custody,"In the wake of widespread protests in the United States after the killing of George Floyd by the police, people are now taking to the streets in Australia. Their goal is to show solidarity with black communities in America, and highlight Australia’s problems with police violence and institutional racism. In this episode Indigenous affairs editor Lorena Allam examines Australia’s record on Indigenous deaths in custody.",2020-06-05,Hosted by Laura Murphy-Oates  and reported by Lorena Allam. Produced by Ellen Leabeater and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson
The death of George Floyd: will anything change in the US?,https://www.theguardian.com/australia-news/audio/2020/jun/04/the-death-of-george-floyd-will-anything-change-in-the-us,"Protests have exploded across the US after a video showed Derek Chauvin, a white Minneapolis police officer, kneeling on the neck of George Floyd, an African American man, despite his pleas that he could not breathe. Floyd lost consciousness and died. Paul Butler discusses the history of police killings of black Americans and whether Floyd’s death could be a turning point",2020-06-04,Presented by Anushka Asthana and reported by Paul Butler. Produced by Joshua Kelly and Axel Kacoutié. Executive producers are NNicole Jackson and Phil Maynard. Adapted by Laura Murphy-Oates.
Is it too late to save the Great Barrier Reef?,https://www.theguardian.com/australia-news/audio/2020/jun/03/is-it-too-late-to-save-the-great-barrier-reef,"This summer, the world’s largest coral reef system, the Great Barrier Reef, suffered the worst mass bleaching outbreak ever witnessed. Graham Readfearn looks at whether people are ready to accept the reality that at least 70% of the world’s coral reefs will soon be lost",2020-06-03,Presented by Laura Murphy-Oates and reported by Graham Readfearn. Produced by Ellen Leabeater and Joe Koning. Executive producers are Miles Martignoni and Gabrielle Jackson
