title,link,description,published,contributors
Black Box episode one: the connectionists,https://www.theguardian.com/australia-news/audio/2024/mar/05/black-box-episode-one-the-connectionists-full-story-podcast,"This is the story of Geoffrey Hinton, a man who set out to understand the brain and ended up working with a group of researchers who invented a technology so powerful that even they don’t truly understand how it works. This is about a collision between two mysterious intelligences – two black boxes – human and artificial. And it’s already having profound consequences",2024-03-05,"Hosted by Michael Safi with Geoffrey Hinton, Michael Wooldridge and Melanie Mitchell. Produced by Alex Atack. Executive producer Joshua Kelly. Original music and sound design by Rudi Zygadlo. Music supervisor Max Sanderson. Additional support from Caitlin Kenney. Commissioning editor Nicole Jackson"
Can we fix our universities?,https://www.theguardian.com/australia-news/audio/2024/mar/04/can-we-fix-our-universities-full-story-podcast,"A once-in-a-generation expert review warns that not enough Australians are receiving a higher education. To fix this, their report proposes a new, needs-based funding model so students from disadvantaged backgrounds are better supported at university. But not everyone thinks it’s the right plan. Education reporter Caitlin Cassidy tells Jane Lee about the barriers to university and why we’re at a turning point for repairing higher education.  You can support the Guardian at theguardian.com/fullstorysupport",2024-03-04,"Presented by Jane Lee with Caitlin Cassidy. Produced by Allison Chan and Daniel Semo, who also did the sound design and mix. Executive producer Hannah Parkes"
Have they found a cure for the tiredness epidemic?,https://www.theguardian.com/australia-news/audio/2024/mar/04/have-they-found-a-cure-for-the-tiredness-epidemic-full-story-podcast,"There’s a lot of attention right now on nootropics, or brain boosters. The marketing is telling us these over-the-counter supplements will keep us awake and alert, and even improve the way our brains perform. But should we believe the hype? Guardian contributor Bianca Nogrady says … it’s complicated. You can support the Guardian at theguardian.com/fullstorysupport",2024-03-04,"Presented by Gabrielle Jackson with Bianca Nogrady. Produced by Karishma Luthria and James Milsom, who also did the sound design. Executive producer was Hannah Parkes"
Newsroom edition: can Peter Dutton win the next election?,https://www.theguardian.com/australia-news/audio/2024/feb/29/newsroom-edition-can-peter-dutton-win-the-next-election-full-story-podcast,"Polling this week suggests that the opposition leader, Peter Dutton, is gaining voter approval despite the popularity of Labor’s changes to the stage-three tax cuts. So how much can we rely on polls as predictors of future governments at this stage in the election cycle? And is Dutton’s strategy of attacking the government on issues of trust finally paying off?Gabrielle Jackson talks with editor in chief Lenore Taylor and head of newsroom Mike Ticher about why we can’t rule out Peter Dutton as Australia’s next prime minister.",2024-02-29,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Camilla Hannan and Daniel Semo. Executive producer Gabrielle Jackson
The alleged double murder of Jesse Baird and Luke Davies,https://www.theguardian.com/australia-news/audio/2024/feb/28/the-alleged-double-of-jesse-baird-and-luke-davies-full-story-podcast,The alleged double murder of a young couple has left many in Sydney’s queer community hurting and angry. Reporters Catie McLeod and Jordyn Beazley speak to Nour Haydar about the ongoing investigation and the fractured relationship between police and the LGBTQ+ community,2024-02-28,"Presented by Nour Haydar with Jordyn Beazley and Catie McLeod, produced by Karishma Luthria and Joe Koning, sound design and mix by James Milsom, executive producer Hannah Parkes"
Will shaming employers close the gender pay gap?,https://www.theguardian.com/australia-news/audio/2024/feb/27/will-shaming-employers-close-the-gender-pay-gap-full-story-podcast,"This week the gender pay gaps at thousands of Australia’s largest employers were made public for the first time. And the data paints a stark picture, with some of the country’s most recognisable companies posting gender pay gaps of 30-40% in favour of male employees Reporter Kate Lyons tells Nour Haydar which companies have the most work to do and whether public accountability will drive change  You can support the Guardian at theguardian.com/fullstorysupport",2024-02-27,Presented by Nour Haydar with Kate Lyons. Produced by Karishma Luthria. Sound design and mixing by Camilla Hannan. Executive producer Hannah Parkes.
The high-stakes political fight for Dunkley,https://www.theguardian.com/australia-news/audio/2024/feb/27/the-high-stakes-political-fight-for-dunkley-full-story-podcast,This weekend voters in the Victorian electorate of Dunkley will head to the polls in a crucial federal byelection that will become the first test of how the community views the performance of Anthony Albanese and Peter Dutton in a cost-of-living crisis. Jane Lee speaks to Sarah Basford Canales and Benita Kolovos about what’s at stake for the major parties as we inch closer to an election year  You can support the Guardian at theguardian.com/fullstorysupport,2024-02-27,Presented by Jane Lee with Sarah Basford Canales and Benita Kolovos. Produced by Karishma Luthria with sound design and mix by Daniel Semo. Executive producer is Hannah Parkes
‘Genocide isn’t a crime that grows old’: a special Guardian Australia/Four Corners investigation,https://www.theguardian.com/australia-news/audio/2024/feb/26/the-search-for-alleged-perpetrators-of-the-rwandan-genocide-full-story-podcast-ntwnfb,"Thirty years after one of the worst atrocities of the 20th century, Guardian reporter Ben Doherty travels to Rwanda to investigate claims by Rwandan authorities that two men they believe are living in Australia allegedly participated in genocide. Doherty speaks to genocide survivors, learns first-hand of Rwanda’s difficult path to reconciliation and investigates questions about Australia’s screening processes and willingness to investigate alleged war crimes In this special episode of Full Story, we hear what was discovered in this year-long joint investigation from Four Corners and Guardian Australia.  The full Four Corners documentary The Wanted is available to watch on Monday night from 8.30pm on ABCiview and ABC TV You can support the Guardian at theguardian.com/fullstorysupport",2024-02-26,"Presented and reported by Ben Doherty. Produced and sound designed by Camilla Hannan. Introduced by Jane Lee. The executive producer is Molly Glassey. A big thanks to the team at Four Corners, especially Dunja Karagic and Amos Roberts, for all their help on this episode"
Newsroom edition: the political resistance to clean energy,https://www.theguardian.com/australia-news/audio/2024/feb/22/australia-climate-change-average-temperature-clean-energy-renewables-full-story-podcast,"As Australia’s average temperature increases by 1.5C and extreme weather events become more severe, the public has made its feelings clear. Most Australians want to transition to clean energy. But in this country, the climate wars never die. The Coalition, which claims to back a target of net zero by 2050, seems to oppose any policy that could help get us there, while the Labor government often appears on the back foot when defending even their modest policies. Gabrielle Jackson talks to climate and environment editor Adam Morton and national news editor Patrick Keneally about why the public support for clean energy is being met with hostility",2024-02-22,Presented by Gabrielle Jackson with Adam Morton and Patrick Keneally.  Produced by Miles Herbert and Daniel Semo. Executive producer Gabrielle Jackson
"More boats, more votes: why Dutton is manifesting a crisis",https://www.theguardian.com/australia-news/audio/2024/feb/21/peter-dutton-asylum-seeker-boats-policy-australia-full-story-podcast,Chief political correspondent Paul Karp tells Nour Haydar how the arrival of an asylum seeker boat has reignited a war of words about Operation Sovereign Borders  You can support the Guardian at theguardian.com/fullstorysupport,2024-02-21,"Presented by Nour Haydar with Paul Karp, produced by Allison Chan and Joe Koning, sound design and mix by Daniel Semo, executive producer Hannah Parkes"
The shocking death and extraordinary life of Alexei Navalny,https://www.theguardian.com/australia-news/audio/2024/feb/20/the-shocking-death-and-extraordinary-life-of-alexei-navalny-full-story-podcast,The opposition leader and anti-corruption campaigner was Vladimir Putin’s fiercest critic. What does his death in a Siberian prison tell us about Russia today? Andrew Roth reports,2024-02-20,Presented by Hannah Moore with Andrew Roth and Yevgenia Albats; produced by Ned Carter Miles and Adam Bransbury; executive producer Homa Khaleeli
Why police are accused of radicalising an autistic teenager,https://www.theguardian.com/australia-news/audio/2024/feb/19/australia-police-autistic-teenager-islamic-state-fixation-operation-full-story-podcast,"When a lonely and impressionable teenager became fixated on Islamic State, police began an operation that ended up further radicalising him. At just 14, the boy was then charged with terrorism offences. Courts and justice reporter Nino Bucci tells Patrick Keneally how and why police targeted the vulnerable teenager, and the questions the case raises about the authorities’ role in the deradicalisation process  You can support the Guardian at theguardian.com/fullstorysupport",2024-02-19,"Presented by Patrick Keneally with Nino Bucci. Produced by Allison Chan and Karishma Luthria. Sound design, mix and theme music by Joe Koning. Executive producer Hannah Parkes"
Is Joe Biden too old to be president?,https://www.theguardian.com/australia-news/audio/2024/feb/19/is-biden-too-old-to-be-president-full-story-podcast,The US president’s age is increasingly becoming a political liability – even though Donald Trump is just four years younger. David Smith reports,2024-02-19,"Presented by Michael Safi with David Smith, produced by Ned Carter Miles, Matthew Murphy and Solomon King; executive producer Homa Khaleeli"
Newsroom edition: Barnaby Joyce and the politics of privacy,https://www.theguardian.com/australia-news/audio/2024/feb/16/newsroom-edition-barnaby-joyce-and-the-politics-of-privacy-full-story-podcast,"Last week, Barnaby Joyce was filmed lying on a Canberra footpath, swearing profanities into his phone. He blamed the incident on the interaction between alcohol and prescription medication. Some critics called for his resignation, others called for the former deputy prime minister’s privacy to be respected. So where’s the line between a public’s right to know and a politician’s right to privacy? Gabrielle Jackson talks to editor-in-chief Lenore Taylor and head of newsroom Mike Ticher about the politics of privacy in public life",2024-02-16,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Camilla Hannan and Daniel Semo
Why Peter Dutton doesn’t want the right to disconnect,https://www.theguardian.com/australia-news/audio/2024/feb/14/the-right-to-disconnect-laws-peter-dutton-productivity-full-story-podcast,Last week parliament passed a new law giving workers more power to push back against unreasonable out-of-hours requests from their employers. The Albanese government says this is needed to protect workers’ rights in the digital age. But the Dutton-led Coalition says it will damage productivity. Chief political correspondent Paul Karp tells Jane Lee what the right to disconnect means for you and why it is shaping up to be an election battle  You can support the Guardian at theguardian.com/fullstorysupport,2024-02-14,Presented by Jane Lee with Paul Karp. Produced by Karishma Luthria. Sound design and mixing by Daniel Semo. Executive producer Hannah Parkes
